code,2007-01-15,2007-02-15,2007-03-15,2007-04-15,2007-05-15,2007-06-15,2007-07-15,2007-08-15,2007-09-15,2007-10-15,2007-11-15,2007-12-15,2008-01-15,2008-02-15,2008-03-15,2008-04-15,2008-05-15,2008-06-15,2008-07-15,2008-08-15,2008-09-15,2008-10-15,2008-11-15,2008-12-15,2009-01-15,2009-02-15,2009-03-15,2009-04-15,2009-05-15,2009-06-15,2009-07-15,2009-08-15,2009-09-15,2009-10-15,2009-11-15,2009-12-15,2010-01-15,2010-02-15,2010-03-15,2010-04-15,2010-05-15,2010-06-15,2010-07-15,2010-08-15,2010-09-15,2010-10-15,2010-11-15,2010-12-15,2011-01-15,2011-02-15,2011-03-15,2011-04-15,2011-05-15,2011-06-15,2011-07-15,2011-08-15,2011-09-15,2011-10-15,2011-11-15,2011-12-15,2012-01-15,2012-02-15,2012-03-15,2012-04-15,2012-05-15,2012-06-15,2012-07-15,2012-08-15,2012-09-15,2012-10-15,2012-11-15,2012-12-15,2013-01-15,2013-02-15,2013-03-15,2013-04-15,2013-05-15,2013-06-15,2013-07-15,2013-08-15,2013-09-15,2013-10-15,2013-11-15,2013-12-15,2014-01-15,2014-02-15,2014-03-15,2014-04-15,2014-05-15,2014-06-15,2014-07-15,2014-08-15,2014-09-15,2014-10-15,2014-11-15,2014-12-15,2015-01-15,2015-02-15,2015-03-15,2015-04-15,2015-05-15,2015-06-15,2015-07-15,2015-08-15,2015-09-15,2015-10-15,2015-11-15,2015-12-15,2016-01-15,2016-02-15,2016-03-15,2016-04-15,2016-05-15,2016-06-15,2016-07-15,2016-08-15,2016-09-15,2016-10-15,2016-11-15,2016-12-15
USD,92.83,93.32,94.17,94.79,95.37,95.55,95.53,95.35,95.61,95.82,96.39,96.32,96.8,97.08,97.92,98.52,99.35,100.35,100.88,100.47,100.33,99.32,97.42,96.41,96.83,97.31,97.55,97.79,98.07,98.92,98.76,98.98,99.04,99.14,99.21,99.03,99.37,99.4,99.81,99.98,100.06,99.96,99.98,100.12,100.18,100.3,100.34,100.52,100.99,101.49,102.48,103.14,103.63,103.52,103.61,103.89,104.05,103.84,103.75,103.49,103.95,104.41,105.2,105.52,105.39,105.24,105.07,105.65,106.12,106.08,105.58,105.29,105.61,106.47,106.75,106.64,106.83,107.08,107.13,107.26,107.38,107.1,106.89,106.88,107.27,107.67,108.36,108.72,109.1,109.3,109.26,109.08,109.16,108.89,108.3,107.68,107.18,107.64,108.28,108.5,109.06,109.44,109.45,109.29,109.12,109.07,108.84,108.47,108.65,108.74,109.21,109.72,110.17,110.53,110.35,110.45,110.72,110.86,110.68,110.72
