"PACIFIC Exchange Rate Service"
"MMM YYYY","USD/NLG","USD/XCD","USD/EGP","USD/EEK","USD/EUR","USD/FJD","USD/FIM","USD/FRF","USD/XAF","USD/XPF","USD/DEM","USD/GHS","USD/XAU","USD/GRD","USD/HNL","USD/HKD","USD/HUF","USD/ISK","USD/INR","USD/IDR"
"Aug 2009",0.64707,,0.180310,,1.42596,0.50004,0.23983,0.217386,0.0021739,0.0119500,0.72908,0.68016,948.55,0.0041848,0.052924,0.12902,0.0052770,0.0078681,0.020707,0.000100345
"Sep 2009",0.66127,,0.181097,,1.45724,0.51213,0.24509,0.222155,0.0022216,0.0122116,0.74507,0.68803,996.52,0.0042766,0.052925,0.12903,0.0053643,0.0080355,0.020700,0.000101666
"Oct 2009",0.67247,,0.182725,,1.48192,0.52791,0.24924,0.225917,0.0022592,0.0124172,0.75769,0.69252,1042.12,0.0043490,0.052924,0.12903,0.0055176,0.0080664,0.021425,0.000105639
"Nov 2009",0.67660,,0.183186,,1.49104,0.53015,0.25077,0.227308,0.0022730,0.0124960,0.76236,0.69839,1126.39,0.0043758,0.052925,0.12903,0.0055004,0.0080806,0.021479,0.000105891
"Dec 2009",0.66168,,0.182373,,1.45816,0.52287,0.24524,0.222295,0.0022230,0.0122198,0.74554,0.69945,1133.42,0.0042793,0.052924,0.12899,0.0053310,0.0079780,0.021484,0.000105769
"Jan 2010",0.64751,,0.183657,,1.42693,0.52472,0.23999,0.217534,0.0021753,0.0119578,0.72958,0.70132,1118.09,0.0041876,0.052923,0.12882,0.0052949,0.0079422,0.021785,0.000107918
"Feb 2010",0.62052,,0.182417,,1.36744,0.51452,0.22999,0.208464,0.0020846,0.0114584,0.69916,0.69925,1095.69,0.0040130,0.052925,0.12874,0.0050410,0.0077952,0.021602,0.000107067
"Mar 2010",0.61571,,0.182314,,1.35685,0.51834,0.22821,0.206851,0.0020685,0.0113698,0.69375,0.70522,1113.18,0.0039820,0.052924,0.12884,0.0051145,0.0078382,0.021995,0.000109097
"Apr 2010",0.60857,,0.180912,,1.34111,0.52070,0.22556,0.204450,0.0020445,0.0112389,0.68570,0.70550,1148.55,0.0039357,0.052924,0.12882,0.0050529,0.0078367,0.022504,0.000110819
"May 2010",0.56952,,0.178019,,1.25506,0.50649,0.21109,0.191332,0.0019133,0.0105170,0.64170,0.70306,1206.09,0.0036832,0.052924,0.12845,0.0045305,0.0077145,0.021854,0.000109052
"Jun 2010",0.55455,,0.176204,,1.22206,0.50148,0.20554,0.186302,0.0018629,0.0102410,0.62483,0.69812,1232.73,0.0035864,0.052924,0.12840,0.0043421,0.0077914,0.021493,0.000109475
"Jul 2010",0.58127,,0.175532,,1.28094,0.51194,0.21544,0.195279,0.0019528,0.0107343,0.65494,0.69050,1190.79,0.0037592,0.052924,0.12861,0.0045200,0.0081246,0.021369,0.000110748
"Aug 2010",0.58475,,0.175886,,1.28861,0.51784,0.21673,0.196447,0.0019660,0.0108069,0.65886,0.69746,1216.96,0.0037817,0.052924,0.12869,0.0045812,0.0083736,0.021487,0.000111529
"Sep 2010",0.59422,,0.175311,,1.30950,0.52673,0.22024,0.199632,0.0019963,0.0109735,0.66954,0.69971,1271.66,0.0038430,0.052923,0.12879,0.0046467,0.0085804,0.021792,0.000111363
"Oct 2010",0.63074,,0.174503,,1.38997,0.54059,0.23378,0.211900,0.0021189,0.0116484,0.71068,0.70036,1341.35,0.0040791,0.052923,0.12889,0.0050707,0.0089514,0.022538,0.000111937
"Nov 2010",0.61866,,0.173631,,1.36335,0.54574,0.22930,0.207841,0.0020785,0.0114249,0.69707,0.69400,1368.17,0.0040010,0.052923,0.12895,0.0049420,0.0088733,0.022228,0.000111760
"Dec 2010",0.60043,,0.172539,0.085586,1.32316,0.54150,0.22254,0.201715,0.0020172,0.0110881,0.67652,0.68281,1390.38,0.0038831,0.052926,0.12864,0.0047703,0.0086352,0.022179,0.000110807
"Jan 2011",0.60630,,0.171972,0.085393,1.33611,0.54459,0.22472,0.203689,0.0020369,0.0111976,0.68314,0.66436,1356.08,0.0039211,0.052923,0.12852,0.0048549,0.0085485,0.022010,0.000110679
"Feb 2011",0.61965,,0.170051,0.087274,1.36554,0.54761,0.22967,0.208175,0.0020818,0.0114439,0.69819,0.65725,1374.13,0.0040074,0.052924,0.12838,0.0050372,0.0085764,0.022039,0.000112194
"Mar 2011",0.63611,,0.168704,0.089592,1.40180,0.54691,0.23577,0.213704,0.0021370,0.0117470,0.71673,0.65569,1423.91,0.0041139,0.052925,0.12834,0.0051725,0.0086793,0.022260,0.000114237
"Apr 2011",0.65583,,0.167873,0.092369,1.44526,0.56401,0.24308,0.220328,0.0022032,0.0121100,0.73895,0.66281,1473.22,0.0042414,0.052925,0.12867,0.0054468,0.0088523,0.022553,0.000115683
"May 2011",0.65081,,0.168179,0.091662,1.43420,0.56737,0.24121,0.218642,0.0021864,0.0120193,0.73329,0.66275,1510.20,0.0042089,0.052923,0.12862,0.0053699,0.0087317,0.022271,0.000116836
"Jun 2011",0.65348,0.37454,0.168084,0.092038,1.44008,0.56859,0.24220,0.219539,0.0021954,0.0120670,0.73630,0.66004,1528.49,0.0042262,0.052924,0.12845,0.0054012,0.0086937,0.022318,0.000116804
"Jul 2011",0.64770,0.37454,0.167866,0.091224,1.42735,0.57452,0.24006,0.217597,0.0021760,0.0119618,0.72979,0.66090,1576.33,0.0041888,0.052932,0.12838,0.0053311,0.0086138,0.022524,0.000117240
"Aug 2011",0.65060,0.37453,0.167761,0.091632,1.43373,0.57175,0.24114,0.218571,0.0021856,0.0120142,0.73305,0.65517,1759.54,0.0042076,0.053182,0.12825,0.0052617,0.0087391,0.022037,0.000117333
"Sep 2011",0.62360,0.37454,0.167698,0.087830,1.37424,0.55986,0.23113,0.209501,0.0020950,0.0115157,0.70264,0.64021,1761.27,0.0040330,0.052993,0.12829,0.0048202,0.0085637,0.020965,0.000114552
"Oct 2011",0.62291,0.37452,0.167557,0.087732,1.37272,0.55163,0.23087,0.209269,0.0020927,0.0115035,0.70186,0.61973,1664.73,0.0040285,0.052853,0.12857,0.0046163,0.0086373,0.020319,0.000112768
"Nov 2011",0.61464,0.37453,0.167558,0.086568,1.35449,0.54940,0.22781,0.206490,0.0020648,0.0113504,0.69254,0.61647,1738.92,0.0039750,0.052812,0.12850,0.0043818,0.0085195,0.019703,0.000111174
"Dec 2011",0.59696,0.37453,0.166153,0.084078,1.31553,0.54789,0.22126,0.200551,0.0020056,0.0110243,0.67262,0.60967,1649.39,0.0038607,0.052774,0.12858,0.0043155,0.0082572,0.019088,0.000110521
"Jan 2012",0.58521,0.37453,0.165644,0.082422,1.28963,0.55524,0.21690,0.196602,0.0019662,0.0108063,0.65938,0.59063,1655.08,0.0037847,0.052518,0.12882,0.0042031,0.0080701,0.019597,0.000110480
"Feb 2012",0.60075,0.37373,0.165701,0.084612,1.32389,0.56971,0.22266,0.201826,0.0020183,0.0110945,0.67689,0.58875,1742.35,0.0038852,0.052475,0.12896,0.0045570,0.0081014,0.020332,0.000111000
"Mar 2012",0.59929,0.37344,0.165716,0.084406,1.32066,0.56686,0.22212,0.201333,0.0020133,0.0110666,0.67524,0.57418,1673.11,0.0038757,0.052476,0.12883,0.0045175,0.0079126,0.019853,0.000109306
"Apr 2012",0.59730,0.37467,0.165491,0.084125,1.31627,0.56145,0.22138,0.200664,0.0020067,0.0110301,0.67300,0.55258,1649.92,0.0038629,0.052480,0.12884,0.0044648,0.0078855,0.019331,0.000109253
"May 2012",0.58042,0.37453,0.165516,0.081749,1.27909,0.54763,0.21513,0.194996,0.0019501,0.0107185,0.65399,0.53102,1587.02,0.0037537,0.052479,0.12881,0.0043592,0.0078632,0.018420,0.000108031
"Jun 2012",0.56905,0.37434,0.165320,0.080146,1.25402,0.53914,0.21091,0.191174,0.0019118,0.0105087,0.64117,0.52052,1596.38,0.0036802,0.052480,0.12888,0.0042755,0.0078533,0.017869,0.000106346
"Jul 2012",0.55693,0.37459,0.164918,0.078439,1.22730,0.55337,0.20642,0.187101,0.0018711,0.0102854,0.62751,0.51206,1593.79,0.0036018,0.052428,0.12893,0.0042886,0.0079568,0.018053,0.000105949
"Aug 2012",0.56287,0.37453,0.164372,0.079276,1.24040,0.56183,0.20862,0.189098,0.0018910,0.0103951,0.63421,0.51408,1626.42,0.0036402,0.051391,0.12893,0.0044479,0.0083140,0.018016,0.000105279
"Sep 2012",0.58460,0.37475,0.164107,0.082336,1.28828,0.56275,0.21667,0.196398,0.0019639,0.0107959,0.65869,0.52370,1746.79,0.0037807,0.050971,0.12896,0.0045372,0.0081361,0.018380,0.000104639
"Oct 2012",0.58870,0.37480,0.163920,0.082914,1.29732,0.56118,0.21819,0.197775,0.0019777,0.0108711,0.66331,0.53001,1747.07,0.0038072,0.050786,0.12901,0.0046033,0.0080503,0.018843,0.000104242
"Nov 2012",0.58257,0.37460,0.163783,0.082051,1.28381,0.56195,0.21592,0.195716,0.0019571,0.0107576,0.65640,0.52923,1720.29,0.0037676,0.050537,0.12902,0.0045497,0.0078701,0.018249,0.000104020
"Dec 2012",0.59500,0.37476,0.162168,0.083802,1.31122,0.56358,0.22053,0.199894,0.0019990,0.0109887,0.67041,0.52772,1686.86,0.0038480,0.050394,0.12903,0.0045819,0.0079042,0.018306,0.000103713
"Jan 2013",0.60362,0.37460,0.152174,0.085015,1.33020,0.56528,0.22372,0.202787,0.0020279,0.0111460,0.68012,0.52563,1670.84,0.0039037,0.050229,0.12898,0.0045377,0.0077828,0.018447,0.000103542
"Feb 2013",0.60553,0.37521,0.148708,0.085284,1.33441,0.56485,0.22443,0.203429,0.0020342,0.0111821,0.68227,0.52436,1627.67,0.0039161,0.050212,0.12894,0.0045608,0.0078427,0.018581,0.000103351
"Mar 2013",0.58806,0.37476,0.147586,0.082824,1.29592,0.56077,0.21796,0.197562,0.0019755,0.0108594,0.66259,0.51845,1592.77,0.0038031,0.050613,0.12888,0.0042783,0.0079860,0.018375,0.000103002
"Apr 2013",0.59102,0.37459,0.145339,0.083241,1.30243,0.56239,0.21905,0.198555,0.0019856,0.0109153,0.66592,0.51205,1481.27,0.0038223,0.051453,0.12881,0.0043596,0.0084208,0.018408,0.000102982
"May 2013",0.58923,0.37453,0.143539,0.082989,1.29850,0.55344,0.21839,0.197956,0.0019796,0.0108812,0.66391,0.50303,1415.54,0.0038107,0.051233,0.12884,0.0044347,0.0082640,0.018179,0.000102555
"Jun 2013",0.59878,0.37467,0.142898,0.084333,1.31953,0.53965,0.22193,0.201161,0.0020116,0.0110582,0.67467,0.49739,1339.02,0.0038724,0.049321,0.12886,0.0044608,0.0082138,0.017120,0.000101360
"Jul 2013",0.59353,0.37485,0.142685,0.083595,1.30798,0.52846,0.21999,0.199400,0.0019940,0.0109604,0.66876,0.48676,1287.51,0.0038385,0.049299,0.12892,0.0044325,0.0081661,0.016720,0.000099196
"Aug 2013",0.60423,0.37480,0.143078,0.085102,1.33155,0.53023,0.22395,0.202994,0.0020299,0.0111585,0.68081,0.47161,1347.89,0.0039077,0.049042,0.12894,0.0044496,0.0083574,0.015889,0.000094929
"Sep 2013",0.60629,0.37461,0.144851,0.085391,1.33608,0.53690,0.22471,0.203684,0.0020369,0.0111961,0.68313,0.45954,1346.15,0.0039210,0.049090,0.12896,0.0044626,0.0082563,0.015703,0.000088210
"Oct 2013",0.61917,0.37479,0.145121,0.087205,1.36446,0.54470,0.22949,0.208011,0.0020801,0.0114348,0.69764,0.45567,1317.06,0.0040043,0.048927,0.12897,0.0046326,0.0082860,0.016232,0.000088136
"Nov 2013",0.61240,0.37453,0.145200,0.086252,1.34955,0.54104,0.22698,0.205737,0.0020573,0.0113084,0.69001,0.44352,1274.94,0.0039605,0.048889,0.12899,0.0045267,0.0082296,0.015994,0.000086189
"Dec 2013",0.62205,0.37453,0.144904,0.087611,1.37081,0.53306,0.23055,0.208979,0.0020897,0.0114866,0.70089,0.42945,1225.11,0.0040229,0.048978,0.12897,0.0045691,0.0085363,0.016178,0.000082749
"Jan 2014",0.61780,0.37453,0.143652,0.087013,1.36146,0.53034,0.22898,0.207553,0.0020755,0.0114093,0.69610,0.41916,1244.66,0.0039955,0.049920,0.12890,0.0045030,0.0086348,0.016104,0.000082209
"Feb 2014",0.62006,0.37654,0.143655,0.087331,1.36643,0.53298,0.22982,0.208311,0.0020831,0.0114508,0.69865,0.39809,1298.84,0.0040101,0.050710,0.12889,0.0044064,0.0087675,0.016073,0.000083950
"Mar 2014",0.62743,0.38174,0.143649,0.088369,1.38268,0.53787,0.23255,0.210788,0.0021079,0.0115877,0.70695,0.38497,1335.57,0.0040578,0.051757,0.12884,0.0044376,0.0088606,0.016402,0.000087625
"Apr 2014",0.62664,0.37366,0.143175,0.088258,1.38094,0.54489,0.23226,0.210523,0.0021052,0.0115714,0.70606,0.36118,1298.90,0.0040526,0.052224,0.12896,0.0044937,0.0089028,0.016569,0.000087421
"May 2014",0.62322,0.37174,0.141139,0.087777,1.37340,0.54542,0.23099,0.209374,0.0020938,0.0115091,0.70221,0.34207,1287.53,0.0040305,0.050029,0.12899,0.0045118,0.0088708,0.016849,0.000086634
"Jun 2014",0.61690,0.37135,0.139878,0.086886,1.35947,0.54577,0.22865,0.207250,0.0020725,0.0113926,0.69509,0.32114,1278.49,0.0039896,0.048035,0.12900,0.0044420,0.0087985,0.016739,0.000084097
"Jul 2014",0.61390,0.37036,0.139835,0.086464,1.35287,0.54515,0.22754,0.206243,0.0020624,0.0113374,0.69171,0.29211,1310.08,0.0039703,0.047762,0.12903,0.0043660,0.0087401,0.016649,0.000085869
"Aug 2014",0.60396,0.37092,0.139856,0.085063,1.33095,0.53947,0.22385,0.202902,0.0020289,0.0111528,0.68050,0.26918,1295.20,0.0039059,0.047522,0.12902,0.0042375,0.0086214,0.016439,0.000085473
"Sep 2014",0.58482,0.37486,0.139865,0.082368,1.28878,0.52959,0.21676,0.196473,0.0019647,0.0107989,0.65894,0.28515,1236.23,0.0037822,0.047522,0.12899,0.0041168,0.0083945,0.016421,0.000084061
"Oct 2014",0.57523,0.37594,0.139874,0.081018,1.26765,0.52056,0.21320,0.193252,0.0019326,0.0106224,0.64814,0.31119,1221.88,0.0037202,0.047122,0.12891,0.0041169,0.0082804,0.016299,0.000082290
"Nov 2014",0.56596,0.37595,0.139859,0.079711,1.24721,0.51554,0.20977,0.190136,0.0019014,0.0104514,0.63769,0.31156,1177.04,0.0036602,0.047102,0.12896,0.0040628,0.0080891,0.016207,0.000082200
"Dec 2014",0.55940,0.37494,0.139861,0.078787,1.23275,0.50605,0.20733,0.187932,0.0018794,0.0103296,0.63030,0.31130,1202.15,0.0036178,0.047426,0.12896,0.0039639,0.0079922,0.015944,0.000080433
"Jan 2015",0.52682,0.37189,0.137466,0.074199,1.16097,0.49920,0.19526,0.176989,0.0017699,0.0097284,0.59359,0.30641,1250.76,0.0034071,0.047617,0.12898,0.0036733,0.0075968,0.016096,0.000079467
"Feb 2015",0.51499,0.37175,0.131700,0.072533,1.13490,0.49113,0.19088,0.173014,0.0017301,0.0095105,0.58026,0.29219,1226.62,0.0033306,0.047619,0.12894,0.0037024,0.0075713,0.016131,0.000078227
"Mar 2015",0.49077,0.37175,0.131562,0.069122,1.08152,0.48794,0.18190,0.164876,0.0016488,0.0090630,0.55297,0.27307,1178.24,0.0031739,0.047050,0.12889,0.0035622,0.0072986,0.016003,0.000076506
"Apr 2015",0.49059,0.37175,0.131582,0.069096,1.08112,0.49095,0.18183,0.164815,0.0016482,0.0090600,0.55277,0.26052,1197.85,0.0031728,0.046569,0.12902,0.0036075,0.0073666,0.015954,0.000077309
"May 2015",0.50576,0.37175,0.131305,0.071233,1.11455,0.49336,0.18745,0.169912,0.0016992,0.0093400,0.56986,0.25226,1197.54,0.0032709,0.045745,0.12898,0.0036366,0.0075378,0.015697,0.000076079
"Jun 2015",0.50929,0.37175,0.131081,0.071730,1.12233,0.48466,0.18876,0.171099,0.0017110,0.0094052,0.57384,0.23215,1181.92,0.0032937,0.046071,0.12898,0.0035951,0.0075653,0.015678,0.000075130
"Jul 2015",0.49901,0.37174,0.127924,0.070283,1.09968,0.47392,0.18495,0.167646,0.0016764,0.0092152,0.56226,0.27811,1125.67,0.0032272,0.046052,0.12900,0.0035333,0.0074585,0.015721,0.000074730
"Aug 2015",0.50555,0.37176,0.127753,0.071204,1.11410,0.46906,0.18738,0.169843,0.0016984,0.0093358,0.56963,0.24603,1118.39,0.0032695,0.045958,0.12898,0.0035734,0.0075949,0.015346,0.000072428
"Sep 2015",0.50947,0.37174,0.127750,0.071755,1.12273,0.46467,0.18883,0.171159,0.0017115,0.0094083,0.57404,0.25694,1124.63,0.0032949,0.045999,0.12903,0.0035854,0.0078078,0.015111,0.000069300
"Oct 2015",0.50938,0.37162,0.126044,0.071743,1.12253,0.47132,0.18880,0.171128,0.0017113,0.0094081,0.57394,0.26265,1158.72,0.0032943,0.045730,0.12903,0.0036074,0.0079058,0.015378,0.000072513
"Nov 2015",0.48639,0.37175,0.126438,0.068504,1.07186,0.46703,0.18027,0.163404,0.0016342,0.0089818,0.54803,0.26200,1089.10,0.0031456,0.045898,0.12902,0.0034332,0.0076124,0.015122,0.000073076
"Dec 2015",0.49382,0.37313,0.127775,0.069551,1.08823,0.46714,0.18303,0.165900,0.0016590,0.0091198,0.55640,0.26225,1070.98,0.0031936,0.046257,0.12902,0.0034597,0.0077005,0.015031,0.000072301
"Jan 2016",0.49261,0.37258,0.127752,0.069381,1.08558,0.46833,0.18258,0.165495,0.0016550,0.0090977,0.55505,0.25574,1099.99,0.0031858,0.044701,0.12849,0.0034527,0.0076705,0.014846,0.000071959
"Feb 2016",0.50330,0.37174,0.127783,0.070886,1.10912,0.46872,0.18654,0.169085,0.0016908,0.0092937,0.56709,0.25200,1198.55,0.0032549,0.044456,0.12848,0.0035743,0.0077936,0.014651,0.000074042
"Mar 2016",0.50504,0.37175,0.118252,0.071131,1.11295,0.47869,0.18719,0.169669,0.0016966,0.0093256,0.56904,0.25868,1248.24,0.0032662,0.044384,0.12885,0.0035743,0.0078984,0.014947,0.000075775
"Apr 2016",0.51481,0.37174,0.112793,0.072508,1.13450,0.48505,0.19081,0.172953,0.0017296,0.0095076,0.58006,0.26159,1246.06,0.0033294,0.044407,0.12893,0.0036430,0.0080805,0.015051,0.000075930
"May 2016",0.51311,0.37175,0.112822,0.072268,1.13075,0.47722,0.19018,0.172382,0.0017239,0.0094757,0.57814,0.26074,1264.88,0.0033184,0.044388,0.12880,0.0035953,0.0080906,0.014951,0.000074650
"Jun 2016",0.50958,0.37174,0.112758,0.071770,1.12296,0.48104,0.18887,0.171195,0.0017120,0.0094107,0.57416,0.25452,1279.81,0.0032956,0.044232,0.12883,0.0035789,0.0081054,0.014864,0.000075039
"Jul 2016",0.50161,0.37175,0.112675,0.070647,1.10539,0.48139,0.18591,0.168516,0.0016852,0.0092630,0.56518,0.25298,1339.78,0.0032440,0.044082,0.12892,0.0035187,0.0081940,0.014886,0.000076358
"Aug 2016",0.50857,0.37176,0.112702,0.071629,1.12075,0.48473,0.18850,0.170857,0.0017086,0.0093919,0.57303,0.25277,1343.52,0.0032891,0.043897,0.12894,0.0036141,0.0084791,0.014943,0.000075975
"Sep 2016",0.50901,0.37174,0.112637,0.071691,1.12172,0.48437,0.18866,0.171005,0.0017100,0.0094005,0.57353,0.25196,1329.60,0.0032919,0.044042,0.12892,0.0036344,0.0087148,0.014985,0.000076318
"Oct 2016",0.49974,0.37175,0.112612,0.070384,1.10127,0.48281,0.18522,0.167888,0.0016788,0.0092279,0.56307,0.25204,1270.82,0.0032319,0.044167,0.12891,0.0035850,0.0087540,0.014981,0.000076859
"Nov 2016",0.48900,0.37168,0.062706,0.068873,1.07762,0.48045,0.18124,0.164282,0.0016428,0.0090300,0.55098,0.24707,1244.03,0.0031625,0.043641,0.12893,0.0034868,0.0088883,0.014770,0.000075109
"Dec 2016",0.47862,0.37174,0.054208,0.067411,1.05475,0.47327,0.17740,0.160795,0.0016079,0.0088394,0.53928,0.23629,1155.71,0.0030954,0.043133,0.12889,0.0033746,0.0088741,0.014747,0.000074646
"(C) 2017 Prof. Werner Antweiler, UBC"
