"PACIFIC Exchange Rate Service"
"MMM YYYY","USD/IEP","USD/ILS","USD/ITL","USD/JMD","USD/JPY","USD/JOD","USD/KWD","USD/LBP","USD/LUF","USD/MYR","USD/MTL","USD/MXN","USD/MAD","USD/NZD","USD/NOK","USD/XCB","USD/XCT","USD/PKR","USD/PAB","USD/PEN"
"Dec 2005",1.5060,0.21685,0.00061257,0.0156282,0.0084361,1.4108,3.4256,0.00066473,0.029403,0.26460,2.7640,0.094137,0.108500,0.69524,0.14871,56.8301,59.449,0.0167143,1.0000,0.29204
"Jan 2006",1.5395,0.21650,0.00062620,0.0154685,0.0086613,1.4102,3.4227,0.00066465,0.030057,0.26657,2.8249,0.094836,0.110710,0.68741,0.15080,62.9635,65.430,0.0167102,1.0000,0.29489
"Feb 2006",1.5159,0.21254,0.00061658,0.0154481,0.0084825,1.4111,3.4239,0.00066516,0.029595,0.26834,2.7823,0.095397,0.109387,0.67307,0.14806,60.1365,61.531,0.0166878,1.0000,0.30407
"Mar 2006",1.5271,0.21326,0.00062115,0.0154467,0.0085262,1.4105,3.4235,0.00066489,0.029815,0.27002,2.8035,0.093022,0.109791,0.63357,0.15075,61.9987,62.621,0.0166513,1.0000,0.29941
"Apr 2006",1.5593,0.21857,0.00063422,0.0153519,0.0085473,1.4100,3.4231,0.00066513,0.030442,0.27313,2.8597,0.090507,0.111555,0.62187,0.15654,70.1588,69.369,0.0166601,1.0000,0.30017
"May 2006",1.6204,0.22340,0.00065907,0.0153930,0.0089463,1.4107,3.4449,0.00066513,0.031635,0.27697,2.9756,0.090212,0.115303,0.63147,0.16380,69.8624,70.885,0.0166414,1.0000,0.30482
"Jun 2006",1.6073,0.22364,0.00065377,0.0154950,0.0087234,1.4112,3.4587,0.00066505,0.031380,0.27284,2.9501,0.087758,0.114424,0.61852,0.16105,68.4796,70.921,0.0166031,1.0000,0.30643
"Jul 2006",1.6100,0.22563,0.00065484,0.0151611,0.0086389,1.4114,3.4593,0.00066381,0.031432,0.27258,2.9554,0.091077,0.114581,0.61757,0.15966,73.6401,74.396,0.0165820,1.0000,0.30841
"Aug 2006",1.6261,0.22839,0.00066141,0.0151590,0.0086218,1.4122,3.4600,0.00066150,0.031747,0.27208,2.9848,0.091961,0.115564,0.63501,0.16001,72.8648,72.800,0.0165690,1.0000,0.30922
"Sep 2006",1.6152,0.22992,0.00065699,0.0151636,0.0085308,1.4120,3.4591,0.00066109,0.031535,0.27226,2.9654,0.090991,0.114928,0.65484,0.15376,61.4719,63.680,0.0165225,1.0000,0.30790
"Oct 2006",1.6019,0.23394,0.00065158,0.0151241,0.0084307,1.4113,3.4573,0.00066121,0.031275,0.27189,2.9395,0.091866,0.114149,0.66193,0.15012,57.7199,58.823,0.0164891,1.0000,0.30889
"Nov 2006",1.6370,0.23252,0.00066583,0.0150093,0.0085300,1.4118,3.4585,0.00066129,0.031959,0.27447,3.0037,0.091605,0.116110,0.66969,0.15629,58.7797,59.046,0.0164602,1.0000,0.31037
"Dec 2006",1.6772,0.23815,0.00068218,0.0149431,0.0085294,1.4107,3.4584,0.00066136,0.032744,0.28167,3.0754,0.092136,0.118451,0.69284,0.16179,62.4386,61.993,0.0163870,1.0000,0.31197
"Jan 2007",1.6493,0.23633,0.00067082,0.0148661,0.0083015,1.4111,3.4578,0.00066136,0.032199,0.28509,3.0251,0.091271,0.116900,0.69457,0.15697,53.5957,54.383,0.0164181,1.0000,0.31326
"Feb 2007",1.6611,0.23710,0.00067564,0.0148183,0.0083010,1.4114,3.4584,0.00066139,0.032430,0.28605,3.0478,0.090953,0.117519,0.69362,0.16171,57.5029,59.251,0.0164408,1.0000,0.31347
"Mar 2007",1.6818,0.23806,0.00068404,0.0147909,0.0085279,1.4119,3.4599,0.00066137,0.032833,0.28653,3.0879,0.089954,0.118782,0.69923,0.16280,61.9594,60.318,0.0164530,1.0000,0.31394
"Apr 2007",1.7165,0.24494,0.00069817,0.0147485,0.0084090,1.4105,3.4576,0.00066149,0.033511,0.29094,3.1497,0.091066,0.120719,0.73491,0.16646,67.4705,63.946,0.0164475,1.0000,0.31463
"May 2007",1.7163,0.24976,0.00069809,0.0146815,0.0082793,1.4117,3.4634,0.00066131,0.033508,0.29385,3.1488,0.092396,0.120736,0.73318,0.16607,67.0014,63.300,0.0164791,1.0000,0.31562
"Jun 2007",1.7040,0.23899,0.00069309,0.0146359,0.0081502,1.4113,3.4712,0.00066121,0.033268,0.29021,3.1274,0.092304,0.120105,0.75687,0.16668,71.0244,67.449,0.0164802,1.0000,0.31543
"Jul 2007",1.7428,0.23517,0.00070886,0.0145742,0.0082347,1.4123,3.4961,0.00066120,0.034025,0.29065,3.2005,0.092468,0.122296,0.78580,0.17292,77.1119,74.223,0.0165420,1.0000,0.31637
"Aug 2007",1.7290,0.23730,0.00070326,0.0144863,0.0085705,1.4119,3.5488,0.00066111,0.033756,0.28698,3.1750,0.090515,0.121493,0.72299,0.17080,70.5892,72.319,0.0165117,1.0000,0.31669
"Sep 2007",1.7677,0.24507,0.00071898,0.0143156,0.0086951,1.4103,3.5583,0.00066111,0.034510,0.28810,3.2430,0.090639,0.123681,0.71885,0.17803,77.1367,79.829,0.0164851,1.0000,0.31903
"Oct 2007",1.8075,0.24922,0.00073518,0.0141218,0.0086333,1.4128,3.5846,0.00066124,0.035288,0.29642,3.3146,0.092412,0.126044,0.75992,0.18502,82.3946,85.868,0.0164753,1.0000,0.33094
"Nov 2007",1.8642,0.25585,0.00075825,0.0140353,0.0090027,1.4136,3.6333,0.00066130,0.036395,0.29788,3.4303,0.091902,0.129315,0.76281,0.18459,92.4163,94.710,0.0163749,1.0000,0.33321
"Dec 2007",1.8486,0.25597,0.00075191,0.0140449,0.0088990,1.4123,3.6476,0.00066137,0.036091,0.29994,3.3955,0.092174,0.128375,0.76864,0.18178,90.8666,91.381,0.0163407,1.0000,0.33546
"Jan 2008",1.8682,0.26742,0.00075990,0.0140812,0.0092817,1.4112,3.6631,0.00066151,0.036474,0.30605,3.4274,0.091662,0.129532,0.77242,0.18490,92.0606,92.862,0.0160059,1.0000,0.33922
"Feb 2008",1.8729,0.27673,0.00076181,0.0139710,0.0093378,1.4124,3.6630,0.00066137,0.036566,0.31019,3.4360,0.092876,0.129800,0.79658,0.18559,94.8424,95.122,0.0159453,1.0000,0.34421
"Mar 2008",1.9707,0.28499,0.00080156,0.0140595,0.0099171,1.4122,3.7221,0.00066141,0.038474,0.31382,3.6153,0.093156,0.135504,0.80059,0.19427,103.5524,105.359,0.0159285,1.0000,0.35595
"Apr 2008",2.0001,0.28403,0.00081353,0.0129923,0.0097385,1.4106,3.7588,0.00066138,0.039048,0.31622,3.6693,0.095099,0.137213,0.78944,0.19777,108.8227,112.324,0.0157071,1.0000,0.36405
"May 2008",1.9763,0.29582,0.00080385,0.0140130,0.0095862,1.4128,3.7587,0.00066139,0.038584,0.31099,3.6256,0.095791,0.135863,0.77818,0.19770,122.5324,125.112,0.0148011,1.0000,0.35688
"Jun 2008",1.9757,0.29787,0.00080362,0.0139484,0.0093527,1.4127,3.7681,0.00066211,0.038573,0.30696,3.6245,0.096826,0.135786,0.76126,0.19465,132.1646,133.709,0.0148425,1.0000,0.34575
"Jul 2008",2.0004,0.29593,0.00081366,0.0138548,0.0093546,1.4136,3.7687,0.00066340,0.039055,0.30771,3.6699,0.097966,0.137159,0.75447,0.19576,131.9964,132.515,0.0140979,1.0000,0.35216
"Aug 2008",1.8943,0.28101,0.00077050,0.0138878,0.0091385,1.4125,3.7393,0.00066326,0.036983,0.30010,3.4752,0.098761,0.131058,0.70785,0.18708,112.6932,116.355,0.0134354,1.0000,0.34491
"Sep 2008",1.8199,0.28363,0.00074025,0.0138360,0.0093823,1.4116,3.7357,0.00066525,0.035531,0.29030,3.3387,0.093765,0.126841,0.67338,0.17550,96.9104,103.701,0.0129806,1.0000,0.33714
"Oct 2008",1.6824,0.27232,0.00068430,0.0135039,0.0099948,1.4089,3.7177,0.00066518,0.032846,0.28389,3.0864,0.079031,0.118852,0.60566,0.15379,69.9440,74.843,0.0124834,1.0000,0.32505
"Nov 2008",1.6188,0.25681,0.00065843,0.0130018,0.0103205,1.4137,3.6890,0.00066549,0.031604,0.27868,2.9697,0.076175,0.115122,0.56436,0.14425,51.8210,56.656,0.0125514,1.0000,0.32307
"Dec 2008",1.7088,0.25822,0.00069503,0.0126185,0.0109511,1.4129,3.6352,0.00066534,0.033361,0.28138,3.1348,0.074494,0.120366,0.55787,0.14261,39.8696,40.482,0.0126891,1.0000,0.32108
"Jan 2009",1.6803,0.25532,0.00068345,0.0121386,0.0110880,1.4093,3.4903,0.00066481,0.032805,0.27986,3.0826,0.071984,0.118730,0.54893,0.14367,43.3350,41.360,0.0126729,1.0000,0.31720
"Feb 2009",1.6244,0.24371,0.00066071,0.0113874,0.0107681,1.4106,3.4083,0.00066547,0.031713,0.27506,2.9800,0.068469,0.115746,0.51556,0.14545,43.2147,38.890,0.0125786,1.0000,0.30904
"Mar 2009",1.6555,0.23987,0.00067336,0.0113466,0.0102181,1.4094,3.4106,0.00066599,0.032320,0.27212,3.0370,0.068246,0.117379,0.53166,0.14730,46.3224,47.614,0.0124611,1.0000,0.31478
"Apr 2009",1.6759,0.23885,0.00068168,0.0112724,0.0101141,1.4127,3.4322,0.00066578,0.032720,0.27722,3.0746,0.074504,0.118446,0.57208,0.15020,50.1299,49.587,0.0124286,1.0000,0.32425
"May 2009",1.7351,0.24622,0.00070575,0.0112681,0.0103528,1.4110,3.4521,0.00066558,0.033875,0.28401,3.1832,0.075794,0.121840,0.60202,0.15516,57.1683,58.808,0.0124070,1.0000,0.33416
"Jun 2009",1.7792,0.25346,0.00072369,0.0112618,0.0103489,1.4132,3.4756,0.00066588,0.034736,0.28427,3.2641,0.074941,0.124256,0.63824,0.15640,68.5745,69.603,0.0123396,1.0000,0.33438
"Jul 2009",1.7882,0.25727,0.00072733,0.0112700,0.0106081,1.4110,3.4780,0.00066533,0.034911,0.28186,3.2805,0.074754,0.124756,0.64394,0.15719,64.0164,63.772,0.0121685,1.0000,0.33223
"Aug 2009",1.8106,0.26099,0.00073645,0.0112931,0.0105383,1.4128,3.4849,0.00066530,0.035349,0.28426,3.3216,0.076897,0.125960,0.67695,0.16465,72.4356,70.973,0.0120825,1.0000,0.33906
"Sep 2009",1.8503,0.26557,0.00075260,0.0112789,0.0109548,1.4124,3.4886,0.00066530,0.036124,0.28637,3.3945,0.074572,0.128369,0.70414,0.16941,67.5897,69.342,0.0120728,1.0000,0.34386
"Oct 2009",1.8816,0.26850,0.00076535,0.0112646,0.0110657,1.4140,3.4994,0.00066580,0.036736,0.29380,3.4519,0.075589,0.130168,0.73825,0.17715,72.6174,75.616,0.0120099,1.0000,0.34820
"Nov 2009",1.8932,0.26442,0.00077006,0.0112342,0.0112196,1.4118,3.5027,0.00066571,0.036962,0.29492,3.4732,0.076288,0.130826,0.72899,0.17711,76.6275,77.901,0.0119812,1.0000,0.34668
"Dec 2009",1.8515,0.26396,0.00075308,0.0112108,0.0111254,1.4149,3.5036,0.00066532,0.036147,0.29316,3.3966,0.077756,0.128458,0.71695,0.17323,74.2536,74.139,0.0118939,1.0000,0.34749
"Jan 2010",1.8118,0.26943,0.00073695,0.0111950,0.0109798,1.4143,3.4888,0.00066537,0.035373,0.29625,3.3239,0.078109,0.126174,0.72660,0.17427,76.0194,78.169,0.0118190,1.0000,0.35013
"Feb 2010",1.7363,0.26672,0.00070622,0.0111791,0.0110930,1.4110,3.4617,0.00066614,0.033898,0.29269,3.1853,0.077270,0.121883,0.69710,0.16892,73.6584,76.287,0.0117773,1.0000,0.35040
"Mar 2010",1.7228,0.26723,0.00070076,0.0111754,0.0110219,1.4124,3.4671,0.00066579,0.033635,0.30097,3.1606,0.079562,0.121151,0.70350,0.16884,78.8126,81.188,0.0118606,1.0000,0.35218
"Apr 2010",1.7029,0.26940,0.00069262,0.0112548,0.0107028,1.4119,3.4686,0.00066635,0.033245,0.31211,3.1239,0.081702,0.119944,0.71230,0.16899,84.7972,84.271,0.0119026,1.0000,0.35208
"May 2010",1.5936,0.26340,0.00064818,0.0112912,0.0108666,1.4123,3.4244,0.00066570,0.031112,0.30771,2.9235,0.078581,0.113537,0.69766,0.15897,75.9136,73.682,0.0118335,1.0000,0.35146
"Jun 2010",1.5517,0.25947,0.00063114,0.0116102,0.0110093,1.4140,3.4453,0.00066606,0.030294,0.30625,2.8466,0.078654,0.111115,0.69211,0.15442,74.7044,75.275,0.0117095,1.0000,0.35250
"Jul 2010",1.6265,0.25951,0.00066155,0.0116573,0.0114257,1.4125,3.4620,0.00066628,0.031754,0.31212,2.9838,0.078055,0.115436,0.71399,0.15961,75.7330,76.435,0.0116813,1.0000,0.35427
"Aug 2010",1.6362,0.26360,0.00066551,0.0116811,0.0117187,1.4108,3.4810,0.00066578,0.031944,0.31716,3.0017,0.078270,0.116022,0.71380,0.16235,76.6181,76.209,0.0116702,1.0000,0.35703
"Sep 2010",1.6627,0.26797,0.00067630,0.0116932,0.0118538,1.4128,3.4900,0.00066627,0.032462,0.32214,3.0503,0.078130,0.117574,0.72869,0.16543,77.8126,75.204,0.0116441,1.0000,0.35833
"Oct 2010",1.7649,0.27715,0.00071786,0.0117044,0.0122342,1.4124,3.5457,0.00066629,0.034456,0.32255,3.2378,0.080382,0.123411,0.75190,0.17141,82.6295,81.867,0.0116275,1.0000,0.35825
"Nov 2010",1.7311,0.27429,0.00070411,0.0116984,0.0121096,1.4126,3.5596,0.00066629,0.033797,0.32093,3.1758,0.081033,0.121490,0.77149,0.16746,85.1015,84.019,0.0116810,1.0000,0.35641
"Dec 2010",1.6801,0.27760,0.00068336,0.0116920,0.0120057,1.4126,3.5456,0.00066632,0.032800,0.31953,3.0821,0.080710,0.118617,0.75205,0.16725,91.2372,88.922,0.0116563,1.0000,0.35516
"Jan 2011",1.6965,0.27892,0.00069004,0.0116933,0.0120939,1.4122,3.5618,0.00066626,0.033121,0.32674,3.1123,0.082523,0.119522,0.76542,0.17068,96.5395,88.988,0.0116593,1.0000,0.35895
"Feb 2011",1.7339,0.27344,0.00070524,0.0116976,0.0121112,1.4117,3.5740,0.00066627,0.033851,0.32828,3.1808,0.082880,0.121686,0.76178,0.17450,103.5213,88.340,0.0117111,1.0000,0.36092
"Mar 2011",1.7799,0.28082,0.00072397,0.0116888,0.0122468,1.4115,3.6012,0.00066624,0.034750,0.32942,3.2653,0.083349,0.124285,0.74208,0.17881,114.6208,102.802,0.0117119,1.0000,0.35982
"Apr 2011",1.8351,0.29146,0.00074641,0.0117029,0.0120120,1.4106,3.6173,0.00066590,0.035827,0.33206,3.3666,0.085380,0.127527,0.78847,0.18503,123.2225,109.485,0.0118082,1.0000,0.35521
"May 2011",1.8211,0.28845,0.00074070,0.0117153,0.0123319,1.4113,3.6297,0.00066292,0.035553,0.33194,3.3408,0.085841,0.126675,0.79698,0.18283,115.0842,100.906,0.0117231,1.0000,0.35989
"Jun 2011",1.8285,0.29293,0.00074374,0.0117200,0.0124330,1.4108,3.6244,0.00066122,0.035699,0.33019,3.3545,0.084697,0.127132,0.81552,0.18387,113.6540,96.134,0.0116406,1.0000,0.36177
"Jul 2011",1.8124,0.29254,0.00073716,0.0117057,0.0126200,1.4110,3.6484,0.00066100,0.035383,0.33406,3.3248,0.085670,0.126148,0.84764,0.18347,117.3300,97.418,0.0116008,1.0000,0.36482
"Aug 2011",1.8205,0.28146,0.00074046,0.0116837,0.0129915,1.4104,3.6643,0.00066237,0.035541,0.33487,3.3397,0.081567,0.126623,0.83580,0.18387,109.8014,85.820,0.0115249,1.0000,0.36526
"Sep 2011",1.7449,0.27086,0.00070974,0.0116689,0.0130210,1.4117,3.6340,0.00066423,0.034066,0.32412,3.2011,0.076540,0.122247,0.81098,0.17770,112.7132,85.356,0.0114193,1.0000,0.36426
"Oct 2011",1.7430,0.27295,0.00070895,0.0116449,0.0130470,1.4106,3.6228,0.00066445,0.034029,0.31892,3.1976,0.074408,0.122190,0.79061,0.17723,109.4345,86.069,0.0114960,1.0000,0.36640
"Nov 2011",1.7198,0.26824,0.00069953,0.0116140,0.0128953,1.4112,3.6244,0.00066433,0.033577,0.31690,3.1551,0.072891,0.120887,0.76934,0.17396,110.5078,97.003,0.0114857,1.0000,0.36958
"Dec 2011",1.6704,0.26469,0.00067942,0.0115977,0.0128528,1.4103,3.6044,0.00066424,0.032611,0.31645,3.0644,0.072640,0.118029,0.76955,0.16977,107.8388,98.365,0.0111713,1.0000,0.37086
"Jan 2012",1.6375,0.26252,0.00066604,0.0115962,0.0129940,1.4098,3.5870,0.00066449,0.031969,0.32130,3.0040,0.074673,0.116113,0.80088,0.16809,110.6623,100.251,0.0110829,1.0000,0.37139
"Feb 2012",1.6810,0.26741,0.00068373,0.0115778,0.0127338,1.4106,3.6053,0.00066500,0.032818,0.33089,3.0838,0.078276,0.118721,0.83516,0.17518,119.1739,102.039,0.0110196,1.0000,0.37267
"Mar 2012",1.6769,0.26579,0.00068206,0.0115372,0.0121253,1.4101,3.5919,0.00066507,0.032738,0.32834,3.0763,0.078401,0.118470,0.81974,0.17519,125.4258,106.139,0.0110108,1.0000,0.37438
"Apr 2012",1.6713,0.26662,0.00067980,0.0115224,0.0123099,1.4103,3.5949,0.00066487,0.032629,0.32681,3.0661,0.076563,0.118145,0.81801,0.17386,119.6856,103.310,0.0110166,1.0000,0.37637
"May 2012",1.6241,0.26116,0.00066059,0.0114743,0.0125501,1.4111,3.5857,0.00066492,0.031708,0.32269,2.9795,0.073374,0.115442,0.77422,0.16896,110.2673,94.476,0.0109335,1.0000,0.37483
"Jun 2012",1.5923,0.25704,0.00064765,0.0113753,0.0126070,1.4103,3.5651,0.00066507,0.031086,0.31448,2.9211,0.071831,0.113559,0.78031,0.16622,95.0093,82.233,0.0106087,1.0000,0.37432
"Jul 2012",1.5584,0.25034,0.00063385,0.0112901,0.0126649,1.4124,3.5501,0.00066516,0.030424,0.31583,2.8588,0.074824,0.111610,0.79854,0.16470,102.9017,88.050,0.0105886,1.0000,0.37971
"Aug 2012",1.5750,0.24911,0.00064061,0.0112158,0.0127030,1.4136,3.5453,0.00066458,0.030749,0.32076,2.8894,0.075840,0.112581,0.80984,0.16945,113.4456,94.150,0.0105776,1.0000,0.38229
"Sep 2012",1.6358,0.25405,0.00066534,0.0111946,0.0127975,1.4129,3.5584,0.00066462,0.031936,0.32498,3.0009,0.077379,0.116082,0.81969,0.17399,112.8012,94.441,0.0105614,1.0000,0.38419
"Oct 2012",1.6473,0.25929,0.00067001,0.0111141,0.0126554,1.4133,3.5597,0.00066500,0.032160,0.32748,3.0219,0.077531,0.116719,0.81961,0.17516,111.6016,89.408,0.0104676,1.0000,0.38625
"Nov 2012",1.6301,0.25689,0.00066303,0.0110086,0.0123287,1.4122,3.5452,0.00066390,0.031825,0.32707,2.9905,0.076555,0.115759,0.81918,0.17489,108.9809,86.563,0.0104077,1.0000,0.38483
"Dec 2012",1.6649,0.26433,0.00067719,0.0108727,0.0119485,1.4089,3.5544,0.00066373,0.032504,0.32738,3.0543,0.077773,0.117707,0.83182,0.17815,109.4186,87.664,0.0102817,1.0000,0.38958
"Jan 2013",1.6890,0.26752,0.00068699,0.0107958,0.0112237,1.4095,3.5493,0.00066464,0.032975,0.32894,3.0985,0.078757,0.119158,0.83696,0.18004,112.9415,94.730,0.0102471,1.0000,0.39162
"Feb 2013",1.6943,0.27067,0.00068916,0.0106627,0.0107523,1.4109,3.5409,0.00066502,0.033079,0.32281,3.1083,0.078580,0.119470,0.83828,0.17965,116.0122,95.271,0.0101981,1.0000,0.38791
"Mar 2013",1.6455,0.27150,0.00066929,0.0103303,0.0105481,1.4116,3.5141,0.00066397,0.032125,0.32161,3.0187,0.079927,0.116666,0.82804,0.17303,108.4586,92.900,0.0101889,1.0000,0.38552
"Apr 2013",1.6537,0.27616,0.00067265,0.0101127,0.0102283,1.4119,3.5060,0.00066383,0.032286,0.32794,3.0339,0.081914,0.117120,0.84773,0.17256,102.1306,91.927,0.0101627,1.0000,0.38472
"May 2013",1.6488,0.27512,0.00067062,0.0101444,0.0099149,1.4129,3.5042,0.00066354,0.032189,0.33101,3.0247,0.081256,0.116831,0.82418,0.17177,102.4344,94.405,0.0101561,1.0000,0.37801
"Jun 2013",1.6755,0.27560,0.00068148,0.0099943,0.0102839,1.4117,3.5182,0.00066154,0.032710,0.31799,3.0737,0.077136,0.118325,0.79001,0.17015,102.8920,95.748,0.0101285,1.0000,0.36356
"Jul 2013",1.6608,0.27763,0.00067551,0.0098806,0.0100299,1.4113,3.5020,0.00066148,0.032424,0.31310,3.0468,0.078362,0.117481,0.78841,0.16588,108.1437,104.953,0.0099405,1.0000,0.35998
"Aug 2013",1.6907,0.27943,0.00068769,0.0098632,0.0102264,1.4122,3.5126,0.00066157,0.033008,0.30482,3.1017,0.077376,0.119171,0.79188,0.16747,111.2895,106.545,0.0097094,1.0000,0.35668
"Sep 2013",1.6965,0.28040,0.00069003,0.0097985,0.0100788,1.4119,3.5193,0.00066132,0.033121,0.30758,3.1122,0.076597,0.119476,0.81580,0.16756,111.5209,106.229,0.0094991,1.0000,0.36007
"Oct 2013",1.7325,0.28283,0.00070469,0.0096167,0.0102262,1.4129,3.5431,0.00066233,0.033824,0.31498,3.1783,0.076965,0.121569,0.83429,0.16804,108.9914,100.359,0.0094134,1.0000,0.36098
"Nov 2013",1.7136,0.28285,0.00069698,0.0096675,0.0099811,1.4128,3.5324,0.00066359,0.033454,0.31258,3.1436,0.076554,0.120466,0.82506,0.16426,107.8340,93.791,0.0092917,1.0000,0.35743
"Dec 2013",1.7406,0.28560,0.00070797,0.0096443,0.0096715,1.4123,3.5382,0.00066442,0.033982,0.30785,3.1931,0.076873,0.121949,0.82260,0.16298,110.6935,97.529,0.0093427,1.0000,0.35886
"Jan 2014",1.7287,0.28616,0.00070314,0.0093929,0.0096344,1.4149,3.5405,0.00066439,0.033750,0.30259,3.1714,0.075622,0.121380,0.82731,0.16221,108.1087,94.567,0.0094823,1.0000,0.35593
"Feb 2014",1.7350,0.28440,0.00070570,0.0092951,0.0097915,1.4139,3.5446,0.00066483,0.033873,0.30227,3.1829,0.075223,0.121802,0.82951,0.16349,108.8896,100.768,0.0095107,1.0000,0.35545
"Mar 2014",1.7556,0.28762,0.00071409,0.0091922,0.0097711,1.4139,3.5514,0.00066404,0.034276,0.30474,3.2208,0.075794,0.123059,0.85370,0.16676,107.4652,100.775,0.0100096,1.0000,0.35633
"Apr 2014",1.7534,0.28774,0.00071320,0.0091214,0.0097602,1.4119,3.5535,0.00066286,0.034233,0.30713,3.2167,0.076518,0.122958,0.86054,0.16722,107.7215,102.045,0.0102412,1.0000,0.35793
"May 2014",1.7439,0.28855,0.00070930,0.0090463,0.0098221,1.4114,3.5503,0.00066138,0.034046,0.30955,3.1992,0.077324,0.122288,0.86006,0.16830,109.4691,102.108,0.0101321,1.0000,0.35874
"Jun 2014",1.7262,0.28964,0.00070211,0.0089858,0.0097981,1.4110,3.5442,0.00066209,0.033700,0.31068,3.1667,0.076957,0.121317,0.86192,0.16544,111.7537,105.769,0.0101475,1.0000,0.35793
"Jul 2014",1.7178,0.29218,0.00069870,0.0088993,0.0098259,1.4120,3.5410,0.00066110,0.033537,0.31433,3.1513,0.076959,0.120714,0.86829,0.16125,106.5573,103.439,0.0101278,1.0000,0.35892
"Aug 2014",1.6900,0.28528,0.00068738,0.0088864,0.0097118,1.4124,3.5233,0.00066213,0.032993,0.31488,3.1003,0.076091,0.119208,0.84313,0.16151,101.4850,96.432,0.0099837,1.0000,0.35521
"Sep 2014",1.6364,0.27499,0.00066560,0.0088866,0.0093084,1.4115,3.4872,0.00066100,0.031948,0.31060,3.0020,0.075541,0.116047,0.81291,0.15738,97.0496,93.195,0.0097580,1.0000,0.34895
"Oct 2014",1.6096,0.26817,0.00065469,0.0088928,0.0092557,1.4103,3.4617,0.00066089,0.031424,0.30592,2.9528,0.074182,0.114450,0.78749,0.15241,87.3116,84.189,0.0097245,1.0000,0.34400
"Nov 2014",1.5836,0.26083,0.00064413,0.0088601,0.0085927,1.4155,3.4366,0.00066086,0.030918,0.29880,2.9052,0.073402,0.113069,0.78343,0.14668,79.2313,75.558,0.0098098,1.0000,0.34182
"Dec 2014",1.5653,0.25432,0.00063666,0.0087815,0.0083799,1.4182,3.4243,0.00066102,0.030559,0.28753,2.8715,0.068864,0.111944,0.77639,0.13739,62.1361,59.093,0.0099064,1.0000,0.33771
"Jan 2015",1.4741,0.25352,0.00059959,0.0086997,0.0084586,,3.4014,0.00066151,0.028780,0.27891,2.7043,0.068043,0.106669,0.76303,0.13009,47.6593,47.131,0.0099212,1.0000,0.33258
"Feb 2015",1.4410,0.25658,0.00058612,0.0086585,0.0084207,,3.3848,0.00066310,0.028133,0.27788,2.6436,0.067029,0.104832,0.74517,0.13177,57.7574,50.528,0.0098559,1.0000,0.32480
"Mar 2015",1.3732,0.25015,0.00055856,0.0086863,0.0083049,,3.3412,0.00066364,0.026810,0.27168,2.5193,0.065621,0.100946,0.74568,0.12502,55.7440,47.699,0.0098159,1.0000,0.32333
"Apr 2015",1.3727,0.25430,0.00055835,0.0087103,0.0083654,,3.3147,0.00066268,0.026800,0.27532,2.5183,0.065726,0.100831,0.75942,0.12694,59.3857,54.298,0.0098226,1.0000,0.32059
"May 2015",1.4152,0.25871,0.00057562,0.0086584,0.0082730,,3.3132,0.00066282,0.027629,0.27766,2.5962,0.065412,0.102680,0.73752,0.13217,63.9772,59.234,0.0098151,1.0000,0.31742
"Jun 2015",1.4251,0.26193,0.00057964,0.0086593,0.0080824,,3.3076,0.00066326,0.027822,0.26743,2.6143,0.064595,0.103149,0.69825,0.12798,61.4428,59.807,0.0098187,1.0000,0.31631
"Jul 2015",1.3963,0.26399,0.00056794,0.0086655,0.0081104,,3.3018,0.00066332,0.027260,0.26277,2.5616,0.062697,0.101888,0.66459,0.12294,56.2679,50.503,0.0098198,1.0000,0.31419
"Aug 2015",1.4146,0.26000,0.00057538,0.0085328,0.0081323,,3.3048,0.00066322,0.027618,0.24530,2.5951,0.060395,0.102588,0.65443,0.12112,46.3097,42.589,0.0097534,1.0000,0.30846
"Sep 2015",1.4256,0.25554,0.00057984,0.0084556,0.0083234,,3.3108,0.00066293,0.027832,0.23198,2.6153,0.059378,0.103030,0.63382,0.12065,47.6548,45.461,0.0095816,1.0000,0.31072
"Oct 2015",1.4253,0.25865,0.00057974,0.0083915,0.0083295,,3.3088,0.00066256,0.027827,0.23476,2.6148,0.060342,0.102987,0.66899,0.12087,48.2347,46.119,0.0095634,1.0000,0.30795
"Nov 2015",1.3610,0.25716,0.00055357,0.0083702,0.0081541,,3.2897,0.00066295,0.026571,0.23189,2.4968,0.060134,0.100139,0.65539,0.11568,44.1182,42.275,0.0094802,1.0000,0.29943
"Dec 2015",1.3818,0.25792,0.00056202,0.0083537,0.0082168,,3.2932,0.00067616,0.026977,0.23371,2.5349,0.058607,0.100974,0.67409,0.11490,37.9153,37.143,0.0095445,1.0000,0.29562
"Jan 2016",1.3784,0.25301,0.00056065,0.0083079,0.0084607,,3.2903,0.00066136,0.026911,0.23024,2.5287,0.055318,0.100825,0.65274,0.11327,30.4507,31.490,0.0095352,1.0000,0.29075
"Feb 2016",1.4083,0.25585,0.00057281,0.0082486,0.0087243,,3.3342,0.00066187,0.027494,0.23914,2.5836,0.054249,0.102184,0.66314,0.11608,32.0933,30.229,0.0095505,1.0000,0.28505
"Mar 2016",1.4132,0.25884,0.00057479,0.0082247,0.0088555,,3.3169,0.00066198,0.027589,0.24574,2.5925,0.056697,0.102406,0.67462,0.11795,38.1609,37.464,0.0095479,1.0000,0.29350
