"PACIFIC Exchange Rate Service"
"MMM YYYY","USD/PHP","USD/XPT","USD/PLN","USD/PTE","USD/RON","USD/RUB","USD/SAR","USD/RSD","USD/XAG","USD/SGD","USD/SKK","USD/SIT","USD/ZAR","USD/KRW","USD/ESP","USD/XDR","USD/LKR","USD/SDD","USD/SEK","USD/CHF"
"Sep 1999",0.024858,370.50,0.24493,0.0052362,0.62442,0.039741,0.26659,,5.2428,0.58941,0.024041,,0.165102,0.00083314,0.0063092,1.3768,0.0139442,0.0039038,0.121597,0.65525
"Oct 1999",0.024826,417.38,0.24357,0.0053397,0.61581,0.039046,0.26658,,5.3832,0.59697,0.024578,,0.163944,0.00083005,0.0064340,1.3896,0.0139785,0.0039046,0.122741,0.67142
"Nov 1999",0.024758,431.48,0.23546,0.0051487,0.58444,0.038208,0.26662,,5.1634,0.59886,0.023844,,0.162880,0.00085059,0.0062037,1.3755,0.0139242,0.0039048,0.119639,0.64309
"Dec 1999",0.024624,437.16,0.24032,0.0050440,0.56695,0.037427,0.26657,,5.1794,0.59712,0.023816,,0.162709,0.00088002,0.0060776,1.3724,0.0139219,0.0039053,0.117783,0.63154
"Jan 2000",0.024747,436.99,0.24408,0.0050504,0.55660,0.035571,0.26649,,5.1787,0.59673,0.023977,,0.163230,0.00088463,0.0060853,1.3687,0.0137034,0.0039054,0.117770,0.62853
"Feb 2000",0.024631,507.85,0.24107,0.0049058,0.54598,0.034790,0.26647,,5.2192,0.58733,0.023305,,0.158308,0.00088538,0.0059111,1.3447,0.0136405,0.0039049,0.115613,0.61191
"Mar 2000",0.024426,475.06,0.24479,0.0048109,0.53044,0.035110,0.26661,,5.0578,0.58308,0.023206,,0.154663,0.00089595,0.0057967,1.3433,0.0135722,0.0039057,0.115034,0.60119
"Apr 2000",0.024274,492.46,0.23594,0.0047139,0.51629,0.035605,0.26654,,5.0524,0.58490,0.022745,,0.150590,0.00090075,0.0056799,1.3386,0.0135376,0.0039052,0.114371,0.60065
"May 2000",0.023914,523.08,0.22336,0.0045240,0.49954,0.035654,0.26648,,4.9871,0.57862,0.021343,,0.142312,0.00089335,0.0054510,1.3110,0.0134011,0.0039050,0.110049,0.58227
"Jun 2000",0.023440,551.11,0.22865,0.0047414,0.48521,0.036068,0.26657,,4.9969,0.57888,0.022462,,0.144654,0.00089484,0.0057130,1.3315,0.0130755,0.0039051,0.114350,0.60909
"Jul 2000",0.022499,560.08,0.23212,0.0046812,0.46815,0.036217,0.26659,,4.9882,0.57433,0.022168,,0.145093,0.00089701,0.0056405,1.3220,0.0127052,0.0039029,0.111570,0.60542
"Aug 2000",0.022267,577.39,0.22973,0.0045103,0.44611,0.036029,0.26659,,4.9232,0.58134,0.021314,,0.143783,0.00089750,0.0054345,1.3084,0.0127828,0.0038976,0.107774,0.58299
"Sep 2000",0.021827,591.33,0.22248,0.0043367,0.42343,0.035918,0.26643,,4.9421,0.57460,0.020202,,0.139298,0.00089535,0.0052254,1.2932,0.0127081,0.0038954,0.103266,0.56865
"Oct 2000",0.020663,586.37,0.21548,0.0042515,0.40738,0.035865,0.26654,,4.8865,0.57073,0.019562,,0.133571,0.00088517,0.0051227,1.2853,0.0126188,0.0038981,0.100049,0.56363
"Nov 2000",0.020031,587.74,0.21958,0.0042603,0.40142,0.036171,0.26670,,4.6917,0.57207,0.019886,,0.129978,0.00086367,0.0051333,1.2815,0.0124437,0.0038962,0.098933,0.56184
"Dec 2000",0.020020,603.37,0.23176,0.0044714,0.39854,0.036074,0.26681,,4.6289,0.57598,0.020569,,0.130784,0.00082377,0.0053877,1.2938,0.0121970,0.0038983,0.103457,0.59239
"Jan 2001",0.019622,611.53,0.24353,0.0046779,0.39025,0.035437,0.26656,,4.6764,0.57554,0.021408,,0.128584,0.00078584,0.0056365,1.3018,0.0116793,0.0038989,0.105390,0.61346
"Feb 2001",0.020730,595.85,0.24549,0.0045912,0.37605,0.035289,0.26685,,4.5303,0.57372,0.021103,,0.127951,0.00079893,0.0055321,1.2928,0.0115420,0.0038969,0.102522,0.59933
"Mar 2001",0.020612,577.39,0.24654,0.0045289,0.36616,0.035078,0.26661,,4.3770,0.56402,0.020800,,0.126673,0.00077527,0.0054569,1.2789,0.0116946,0.0038899,0.099496,0.59143
"Apr 2001",0.019890,590.96,0.24933,0.0044535,0.35946,0.034936,0.26673,,4.3703,0.55194,0.020589,,0.123804,0.00075371,0.0053661,1.2683,0.0113690,0.0038951,0.098021,0.58383
"May 2001",0.019784,611.39,0.25105,0.0043614,0.35178,0.034430,0.26656,,4.4291,0.55128,0.020259,,0.125387,0.00077066,0.0052552,1.2625,0.0110303,0.0038847,0.096503,0.57016
"Jun 2001",0.019393,573.85,0.25195,0.0042548,0.34575,0.034510,0.26661,,4.3495,0.55045,0.019969,,0.124126,0.00077280,0.0051267,1.2501,0.0110878,0.0038867,0.092663,0.56016
"Jul 2001",0.018760,524.97,0.23763,0.0042965,0.34142,0.034432,0.26664,,4.2415,0.54853,0.020225,,0.121816,0.00076844,0.0051769,1.2519,0.0110928,0.0038839,0.092980,0.56921
"Aug 2001",0.019285,449.46,0.23578,0.0045004,0.33585,0.034155,0.26657,,4.1939,0.56822,0.020935,,0.120313,0.00078102,0.0054227,1.2762,0.0111323,0.0038838,0.096841,0.59562
"Sep 2001",0.019498,452.37,0.23742,0.0045474,0.33091,0.033947,0.26660,,4.3613,0.57171,0.020927,,0.115317,0.00077377,0.0054792,1.2865,0.0110985,0.0038835,0.094105,0.61202
"Oct 2001",0.019323,427.19,0.24237,0.0045147,0.32928,0.033818,0.26660,,4.3678,0.55215,0.020775,,0.107816,0.00077016,0.0054399,1.2782,0.0110131,0.0038867,0.094659,0.61154
"Nov 2001",0.019236,426.25,0.24454,0.0044281,0.32115,0.033521,0.26671,,4.1137,0.54646,0.020586,,0.102611,0.00078304,0.0053355,1.2678,0.0108038,0.0038655,0.094238,0.60567
"Dec 2001",0.019315,458.51,0.24905,0.0044489,0.31929,0.033118,0.26662,,4.3644,0.54432,0.020708,,0.085922,0.00077760,0.0053605,1.2636,0.0107464,0.0038649,0.094706,0.60438
"Jan 2002",0.019454,468.55,0.24577,0.0044052,0.31358,0.032699,0.26651,,4.4820,0.54382,0.020789,,0.086262,0.00076238,0.0053080,1.2525,0.0107137,0.0038581,0.095657,0.59875
"Feb 2002",0.019496,468.05,0.23882,0.0043431,0.31024,0.032412,0.26668,,4.4243,0.54619,0.020636,,0.087058,0.00076048,0.0052331,1.2452,0.0106956,0.0038646,0.094801,0.58925
"Mar 2002",0.019580,509.81,0.24190,0.0043739,0.30703,0.032150,0.26657,,4.5381,0.54687,0.020913,,0.087087,0.00075892,0.0052702,1.2510,0.0105599,0.0038632,0.096794,0.59745
"Apr 2002",0.019617,537.01,0.24651,0.0044196,0.30361,0.032050,0.26659,,4.5646,0.54693,0.021247,,0.090348,0.00076149,0.0053253,1.2571,0.0104299,0.0038617,0.097039,0.60462
"May 2002",0.020070,531.97,0.24751,0.0045732,0.30018,0.031974,0.26662,,4.7074,0.55545,0.021368,,0.098492,0.00079562,0.0055103,1.2775,0.0103981,0.0038651,0.099400,0.62932
"Jun 2002",0.019827,553.11,0.24860,0.0047684,0.30092,0.031802,0.26650,,4.8713,0.56089,0.021600,,0.098324,0.00082276,0.0057456,1.3007,0.0103889,0.0038679,0.104880,0.64952
"Jul 2002",0.019755,523.29,0.24244,0.0049528,0.30454,0.031699,0.26673,,4.9024,0.57075,0.022306,,0.099007,0.00085094,0.0059677,1.3313,0.0104037,0.0038572,0.106925,0.67929
"Aug 2002",0.019289,547.13,0.23954,0.0048771,0.30354,0.031657,0.26660,,4.5158,0.56978,0.022309,,0.094538,0.00083828,0.0058765,1.3211,0.0104016,0.0038658,0.105768,0.66766
"Sep 2002",0.019170,554.23,0.24093,0.0048920,0.30324,0.031585,0.26660,,4.5536,0.56570,0.022879,,0.094462,0.00082860,0.0058945,1.3215,0.0104100,0.0038643,0.107098,0.66988
"Oct 2002",0.018886,578.13,0.24288,0.0048948,0.30217,0.031525,0.26656,,4.3979,0.56059,0.023509,,0.097118,0.00080867,0.0058978,1.3178,0.0103895,0.0038582,0.107744,0.66982
"Nov 2002",0.018749,585.80,0.25293,0.0049930,0.29888,0.031412,0.26665,,4.4923,0.56665,0.024086,,0.103882,0.00082783,0.0060161,1.3306,0.0103843,0.0038643,0.110303,0.68197
"Dec 2002",0.018696,594.15,0.25577,0.0050795,0.29878,0.031387,0.26655,,4.6184,0.57030,0.024404,,0.111785,0.00082909,0.0061204,1.3391,0.0103549,0.0038651,0.111909,0.69425
"Jan 2003",0.018664,626.83,0.26099,0.0052991,0.29926,0.031409,0.26640,,4.8168,0.57611,0.025517,,0.115100,0.00085095,0.0063850,1.3656,0.0103435,0.0038528,0.115787,0.72666
"Feb 2003",0.018482,679.59,0.25857,0.0053786,0.30455,0.031583,0.26661,,4.6335,0.57293,0.025699,,0.120826,0.00084041,0.0064808,1.3705,0.0103266,0.0038647,0.117912,0.73502
"Mar 2003",0.018317,671.36,0.24902,0.0053850,0.30253,0.031803,0.26657,,4.5073,0.57000,0.025871,,0.124363,0.00080895,0.0064885,1.3696,0.0103191,0.0038839,0.117048,0.73465
"Apr 2003",0.018950,623.28,0.25324,0.0054171,0.29863,0.032055,0.26648,,4.5019,0.56261,0.026480,,0.130601,0.00081172,0.0065272,1.3697,0.0103124,0.0037889,0.118602,0.72568
"May 2003",0.019010,646.04,0.26695,0.0057668,0.30837,0.032345,0.26664,,4.7329,0.57610,0.028072,,0.130609,0.00083301,0.0069486,1.4082,0.0102891,0.0039441,0.126360,0.76300
"Jun 2003",0.018715,658.43,0.26284,0.0058230,0.30741,0.032818,0.26654,,4.5251,0.57644,0.028112,,0.127247,0.00083767,0.0070163,1.4153,0.0102878,0.0038457,0.128045,0.75792
"Jul 2003",0.018598,678.86,0.25652,0.0056668,0.30716,0.032939,0.26660,,4.8243,0.56983,0.027174,,0.132596,0.00084705,0.0068281,1.3977,0.0102953,0.0038624,0.123548,0.73461
"Aug 2003",0.018176,690.18,0.25515,0.0055589,0.30167,0.032934,0.26645,,4.9891,0.57061,0.026584,,0.135575,0.00084883,0.0066980,1.3858,0.0103177,0.0038481,0.120670,0.72332
"Sep 2003",0.018168,701.36,0.25203,0.0056184,0.29807,0.032681,0.26662,,5.1544,0.57272,0.027171,0.0047890,0.136960,0.00085849,0.0067698,1.3989,0.0105028,0.0038504,0.124356,0.72774
"Oct 2003",0.018185,728.68,0.25465,0.0058431,0.30366,0.033200,0.26684,,4.9965,0.57654,0.028366,0.0049715,0.143757,0.00085551,0.0070405,1.4331,0.0105834,0.0038547,0.129990,0.75643
"Nov 2003",0.018041,756.35,0.25404,0.0058450,0.29525,0.033562,0.26660,,5.1850,0.57876,0.028511,0.0049622,0.149317,0.00084254,0.0070428,1.4350,0.0104330,0.0038595,0.130315,0.75181
"Dec 2003",0.018040,803.66,0.26377,0.0061301,0.30391,0.033987,0.26658,,5.6113,0.58452,0.029875,0.0051924,0.153285,0.00083924,0.0073862,1.4677,0.0103935,0.0038846,0.136252,0.79066
"Jan 2004",0.018003,846.92,0.26769,0.0062973,0.30708,0.034697,0.26679,,6.3027,0.58933,0.030985,0.0053193,0.143950,0.00084523,0.0075877,1.4918,0.0102166,0.0038721,0.138145,0.80625
"Feb 2004",0.017826,841.96,0.26052,0.0063080,0.30760,0.035078,0.26666,,6.4306,0.59313,0.031194,0.0053274,0.148335,0.00085702,0.0076007,1.4966,0.0101615,0.0038560,0.137768,0.80374
"Mar 2004",0.017760,895.03,0.25773,0.0061162,0.30686,0.035049,0.26665,,7.2290,0.58850,0.030378,0.0051527,0.151372,0.00085788,0.0073695,1.4727,0.0102689,0.0037957,0.132776,0.78277
"Apr 2004",0.017877,874.02,0.25170,0.0059774,0.29501,0.034809,0.26654,,6.9451,0.59357,0.029853,0.0050274,0.151970,0.00086738,0.0072024,1.4603,0.0102086,0.0037738,0.130707,0.77076
"May 2004",0.017914,804.47,0.25459,0.0059903,0.29593,0.034491,0.26656,,5.8459,0.58433,0.029905,0.0050303,0.147409,0.00085012,0.0072179,1.4521,0.0101169,0.0038615,0.131561,0.77997
"Jun 2004",0.017857,802.15,0.26499,0.0060584,0.29781,0.034445,0.26671,,5.8335,0.58373,0.030425,0.0050737,0.155921,0.00086312,0.0072999,1.4663,0.0099153,0.0038285,0.132771,0.79997
"Jul 2004",0.017876,807.18,0.27488,0.0061204,0.29977,0.034387,0.26665,,6.3297,0.58410,0.030738,0.0051153,0.163283,0.00086328,0.0073746,1.4730,0.0097155,0.0038824,0.133383,0.80355
"Aug 2004",0.017911,848.72,0.27556,0.0060847,0.29727,0.034216,0.26668,,6.6737,0.58351,0.030470,0.0050918,0.154647,0.00086418,0.0073315,1.4664,0.0096757,0.0038625,0.132840,0.79279
"Sep 2004",0.017786,848.29,0.27980,0.0060979,0.29718,0.034225,0.26646,,6.3787,0.59014,0.030520,0.0050931,0.153190,0.00087091,0.0073475,1.4650,0.0096823,0.0038570,0.134530,0.79208
"Oct 2004",0.017749,839.65,0.28957,0.0062376,0.30403,0.034422,0.26674,,7.1179,0.59645,0.031260,0.0052117,0.156785,0.00087605,0.0075158,1.4807,0.0096266,0.0038851,0.138053,0.81100
"Nov 2004",0.017757,854.21,0.30573,0.0064870,0.32487,0.035013,0.26655,,7.4892,0.60588,0.032873,0.0054242,0.165872,0.00092113,0.0078163,1.5150,0.0095493,0.0039069,0.144533,0.85471
"Dec 2004",0.017793,848.82,0.32296,0.0066757,0.34652,0.035819,0.26615,,7.0384,0.60916,0.034401,0.0055786,0.174032,0.00095121,0.0080437,1.5390,0.0095379,0.0039062,0.149059,0.87118
"Jan 2005",0.017955,857.96,0.32123,0.0065340,0.34341,0.035750,0.26671,,6.6223,0.61062,0.033972,0.0054644,0.166858,0.00096308,0.0078729,1.5230,0.0101229,0.0039040,0.144643,0.84654
"Feb 2005",0.018259,864.33,0.32690,0.0064909,0.35392,0.035762,0.26635,,6.9897,0.61039,0.034226,0.0054294,0.166476,0.00097713,0.0078210,1.5171,0.0100652,0.0039852,0.143243,0.83932
"Mar 2005",0.018372,867.10,0.32795,0.0065802,0.36336,0.036181,0.26657,,7.2507,0.61324,0.034474,0.0055033,0.165762,0.00099214,0.0079286,1.5261,0.0100523,0.0040047,0.145107,0.85124
"Apr 2005",0.018352,864.96,0.31145,0.0064554,0.35677,0.035976,0.26678,,7.1173,0.60561,0.033017,0.0054009,0.162550,0.00098997,0.0077782,1.5108,0.0100280,0.0040117,0.141164,0.83643
"May 2005",0.018403,866.66,0.30383,0.0063298,0.35070,0.035778,0.26657,,7.0245,0.60548,0.032518,0.0052963,0.157802,0.00099782,0.0076269,1.4972,0.0100141,0.0040163,0.138052,0.82129
"Jun 2005",0.018105,877.76,0.29956,0.0060629,0.33639,0.035064,0.26664,,7.3152,0.59781,0.031574,0.0050776,0.148226,0.00098798,0.0073053,1.4668,0.0100005,0.0040414,0.131145,0.78957
"Jul 2005",0.017858,873.56,0.29361,0.0060019,0.33817,0.034844,0.26672,,7.0189,0.59462,0.030970,0.0050269,0.149223,0.00096434,0.0072318,1.4494,0.0099652,0.0040484,0.127699,0.77214
"Aug 2005",0.017872,898.41,0.30410,0.0061343,0.35128,0.035121,0.26676,,7.0338,0.60139,0.031788,0.0051334,0.154769,0.00097888,0.0073913,1.4675,0.0099204,0.0041073,0.131707,0.79215
"Sep 2005",0.017808,914.86,0.31229,0.0061019,0.34820,0.035222,0.26658,,7.1537,0.59446,0.031776,0.0051085,0.157018,0.00097091,0.0073523,1.4647,0.0098627,0.0041571,0.131027,0.78928
"Oct 2005",0.017969,931.14,0.30641,0.0059961,0.33393,0.035015,0.26661,,7.6777,0.59109,0.030877,0.0050192,0.151717,0.00095520,0.0072249,1.4456,0.0098456,0.0042401,0.127463,0.77635
"Nov 2005",0.018325,962.03,0.29687,0.0058795,0.32261,0.034751,0.26658,,7.8611,0.58880,0.030474,0.0049213,0.150290,0.00096041,0.0070843,1.4270,0.0098131,0.0042924,0.123237,0.76258
"Dec 2005",0.018661,978.14,0.30794,0.0059162,0.32423,0.034712,0.26667,,8.6334,0.59718,0.031298,0.0049479,0.157415,0.00097745,0.0071286,1.4313,0.0098014,0.0043345,0.125725,0.76632
"Jan 2006",0.019025,1032.00,0.31755,0.0060479,0.33281,0.035299,0.26650,,9.1611,0.61292,0.032359,0.0050624,0.164588,0.00101827,0.0072872,1.4494,0.0097930,0.0043423,0.130298,0.78276
"Feb 2006",0.019306,1044.31,0.31458,0.0059550,0.33731,0.035461,0.26669,,9.5299,0.61396,0.031927,0.0049853,0.163563,0.00103107,0.0071753,1.4357,0.0097833,0.0043528,0.127788,0.76603
"Mar 2006",0.019524,1041.12,0.30994,0.0059991,0.34298,0.035888,0.26662,,10.3631,0.61681,0.032099,0.0050210,0.160109,0.00102572,0.0072285,1.4400,0.0097419,0.0044001,0.127982,0.76617
"Apr 2006",0.019462,1100.89,0.31322,0.0061254,0.35200,0.036306,0.26652,,12.5722,0.62475,0.032863,0.0051251,0.164414,0.00104973,0.0073806,1.4537,0.0097414,0.0044563,0.131629,0.77989
"May 2006",0.019182,1260.61,0.32796,0.0063654,0.36459,0.036971,0.26661,,13.5342,0.63465,0.033996,0.0053257,0.158389,0.00106277,0.0076698,1.4924,0.0097197,0.0045060,0.136835,0.81966
"Jun 2006",0.018803,1188.05,0.31415,0.0063142,0.35651,0.037037,0.26664,,10.7865,0.62827,0.033270,0.0052821,0.143269,0.00104746,0.0076081,1.4809,0.0096578,0.0045650,0.137045,0.81153
"Jul 2006",0.019131,1228.05,0.31790,0.0063245,0.35519,0.037156,0.26670,,11.2210,0.63147,0.033073,0.0052912,0.141392,0.00105137,0.0076206,1.4801,0.0096184,0.0046269,0.137622,0.80796
"Aug 2006",0.019481,1233.21,0.32787,0.0063879,0.36328,0.037372,0.26677,,12.1584,0.63459,0.034013,0.0053450,0.143656,0.00104036,0.0076969,1.4899,0.0096452,0.0046907,0.139009,0.81146
"Sep 2006",0.019855,1178.58,0.32062,0.0063452,0.36077,0.037371,0.26670,,11.5617,0.63261,0.033926,0.0053091,0.134243,0.00104997,0.0076455,1.4835,0.0097483,0.0047560,0.137212,0.80281
"Oct 2006",0.020001,1082.30,0.32374,0.0062930,0.35860,0.037227,0.26663,,11.5646,0.63382,0.034327,0.0052645,0.131019,0.00104937,0.0075826,1.4761,0.0094479,0.0048259,0.136306,0.79350
"Nov 2006",0.020065,1179.91,0.33717,0.0064306,0.36897,0.037611,0.26665,,12.9133,0.64282,0.035954,0.0053791,0.138011,0.00106892,0.0077484,1.4936,0.0092831,0.0048844,0.141663,0.80992
"Dec 2006",0.020222,1120.96,0.34629,0.0065885,0.38713,0.038033,0.26657,,13.3368,0.64922,0.037799,0.0055112,0.142116,0.00108092,0.0079387,1.5120,0.0092745,0.0049384,0.146202,0.82688
"Jan 2007",0.020447,1131.18,0.33459,0.0064789,0.38286,0.037739,0.26655,,12.8213,0.65032,0.037374,0.0054202,0.139034,0.00106730,0.0078065,1.4974,0.0092159,0.0049724,0.143010,0.80422
"Feb 2007",0.020674,1236.25,0.33579,0.0065254,0.38691,0.038010,0.26661,,13.9025,0.65215,0.037938,0.0054591,0.139326,0.00106716,0.0078626,1.5014,0.0092020,0.0049764,0.142383,0.80701
"Mar 2007",0.020616,1220.25,0.34118,0.0066065,0.39332,0.038313,0.26680,,13.2187,0.65601,0.039208,0.0055270,0.136017,0.00106020,0.0079603,1.5120,0.0091559,0.0049853,0.142468,0.82103
"Apr 2007",0.020901,1277.72,0.35433,0.0067430,0.40555,0.038723,0.26662,,13.7341,0.65997,0.040393,0.0056411,0.140786,0.00107440,0.0081248,1.5252,0.0091460,0.0049872,0.146332,0.82512
"May 2007",0.021344,1298.76,0.35732,0.0067422,0.41142,0.038727,0.26671,,13.1546,0.65652,0.040061,0.0056405,0.142462,0.00107823,0.0081238,1.5220,0.0090241,0.0049860,0.146815,0.81893
"Jun 2007",0.021660,1285.49,0.35283,0.0066939,0.41656,0.038593,0.26664,,13.1423,0.65052,0.039491,0.0056001,0.139784,0.00107736,0.0080656,1.5153,0.0090109,0.0049860,0.143873,0.81099
"Jul 2007",0.021936,1303.96,0.36413,0.0068463,0.43779,0.039172,0.26679,,12.9342,0.65974,0.041200,0.0057276,0.143350,0.00108882,0.0082492,1.5349,0.0089544,0.0049870,0.149424,0.82836
"Aug 2007",0.021651,1263.95,0.35709,0.0067922,0.42197,0.039011,0.26669,,12.3054,0.65653,0.040509,0.0056823,0.138404,0.00106922,0.0081840,1.5349,0.0089093,0.0049863,0.145949,0.83088
"Sep 2007",0.021739,1309.15,0.36789,0.0069440,0.41529,0.039545,0.26674,0.0175189,12.8532,0.66199,0.041169,0.0058093,0.140840,0.00107665,0.0083670,1.5513,0.0088204,0.0049324,0.150091,0.84451
"Oct 2007",0.022643,1412.49,0.38465,0.0071004,0.42466,0.040199,0.26719,0.0183333,13.6798,0.68260,0.042370,0.0059402,0.147991,0.00109285,0.0085555,1.5660,0.0088616,0.0048708,0.155152,0.85174
"Nov 2007",0.023217,1450.42,0.40163,0.0073233,0.42235,0.040879,0.26856,0.0184246,14.6708,0.69127,0.044157,0.0061266,0.149063,0.00108886,0.0088240,1.5905,0.0090570,0.0049253,0.158083,0.89023
"Dec 2007",0.024085,1481.65,0.40429,0.0072620,0.41296,0.040688,0.26688,0.0183230,14.2630,0.69021,0.043557,0.0060754,0.146308,0.00107411,0.0087502,1.5749,0.0091786,0.0049240,0.154400,0.87739
"Jan 2008",0.024547,1583.49,0.40784,0.0073391,0.39866,0.040851,0.26669,0.0180064,15.9279,0.69881,0.043874,0.0061399,0.142651,0.00106073,0.0088431,1.5839,0.0092460,,0.156053,0.90825
"Feb 2008",0.024658,1990.16,0.41279,0.0073576,0.40335,0.040820,0.26695,0.0177641,17.5073,0.70885,0.044610,0.0061553,0.130561,0.00105927,0.0088653,1.5860,0.0092720,,0.157531,0.91757
"Mar 2008",0.024214,2040.43,0.43881,0.0077415,0.41743,0.042154,0.26688,0.0186819,19.4378,0.72238,0.047760,0.0064765,0.125163,0.00101928,0.0093279,1.6317,0.0092818,,0.164953,0.98728
"Apr 2008",0.023926,1996.06,0.45761,0.0078571,0.43266,0.042513,0.26639,0.0194477,17.4809,0.73286,0.048658,0.0065732,0.128806,0.00101302,0.0094672,1.6360,0.0092761,,0.168061,0.98627
"May 2008",0.023304,2044.68,0.45731,0.0077636,0.42511,0.042180,0.26680,0.0189553,17.0286,0.73224,0.049426,0.0064950,0.131215,0.00096568,0.0093546,1.6241,0.0092783,,0.167023,0.95832
"Jun 2008",0.022549,2037.83,0.46096,0.0077614,0.42558,0.042300,0.26667,0.0193799,16.9622,0.73095,0.051304,0.0064932,0.125956,0.00096917,0.0093519,1.6196,0.0092772,,0.165902,0.96413
"Jul 2008",0.022318,1889.29,0.48450,0.0078584,0.44123,0.042814,0.26677,0.0201143,18.0386,0.73567,0.051950,0.0065743,0.131445,0.00098495,0.0094688,1.6296,0.0092916,,0.166571,0.97222
"Aug 2008",0.022198,1477.85,0.45261,0.0074415,0.42275,0.041191,0.26666,0.0194842,14.4073,0.71064,0.049171,0.0062256,0.130053,0.00095403,0.0089665,1.5819,0.0092822,,0.158805,0.92090
"Sep 2008",0.021402,1203.57,0.42559,0.0071494,0.39479,0.039466,0.26623,0.0187522,12.3099,0.69928,0.047369,0.0059811,0.123780,0.00088103,0.0086144,1.5547,0.0092710,,0.149602,0.90070
"Oct 2008",0.020828,900.05,0.37029,0.0066090,0.35444,0.037738,0.26560,0.0162048,10.3194,0.67637,0.043501,0.0055291,0.102266,0.00075364,0.0079633,1.5121,0.0092407,,0.134299,0.87452
"Nov 2008",0.020354,839.20,0.34150,0.0063591,0.33666,0.036610,0.26695,0.0146802,9.8434,0.66311,0.041926,0.0053200,0.098870,0.00071285,0.0076623,1.4831,0.0090882,,0.125567,0.83914
"Dec 2008",0.020844,833.66,0.33653,0.0067127,0.34345,0.035483,0.26658,0.0154403,10.2538,0.67627,0.044589,0.0056158,0.100567,0.00073193,0.0080882,1.5201,0.0089707,,0.124739,0.87421
"Jan 2009",0.021242,943.33,0.31227,0.0066008,0.31267,0.031366,0.26623,0.0141382,11.2694,0.67030,0.043927,0.0055222,0.100779,0.00073713,0.0079535,1.5094,0.0087818,,0.123214,0.88732
"Feb 2009",0.021044,1033.79,0.27498,0.0063811,0.29863,0.027920,0.26653,0.0136578,13.3815,0.65865,0.042465,0.0053384,0.100115,0.00069408,0.0076888,1.4849,0.0087565,,0.116989,0.85905
"Mar 2009",0.020697,1079.99,0.28159,0.0065033,0.30487,0.028887,0.26636,0.0137861,13.1087,0.65363,0.043278,0.0054407,0.100406,0.00068845,0.0078360,1.4828,0.0087396,,0.116600,0.86533
"Apr 2009",0.020826,1161.53,0.29939,0.0065837,0.31432,0.029843,0.26672,0.0140408,12.5067,0.66563,0.043813,0.0055079,0.111557,0.00074977,0.0079328,1.4922,0.0085125,,0.121479,0.87129
"May 2009",0.021123,1131.20,0.30985,0.0068162,0.32773,0.031321,0.26646,0.0144333,14.0236,0.68471,0.045360,0.0057024,0.119595,0.00079674,0.0082130,1.5223,0.0085635,,0.129067,0.90420
"Jun 2009",0.020922,1217.20,0.31093,0.0069895,0.33262,0.032173,0.26680,0.0149507,14.6198,0.68848,0.046513,0.0058474,0.124399,0.00079200,0.0084218,1.5448,0.0087027,,0.128699,0.92507
"Jul 2009",0.020805,1159.57,0.32807,0.0070246,0.33370,0.031698,0.26652,0.0151070,13.3362,0.68971,0.046747,0.0058768,0.125562,0.00079252,0.0084641,1.5525,0.0087034,,0.129953,0.92708
"Aug 2009",0.020725,1247.24,0.34538,0.0071126,0.33795,0.031540,0.26679,0.0152801,14.4399,0.69320,0.047333,0.0059504,0.125719,0.00080590,0.0085702,1.5597,0.0087096,,0.139656,0.93571
"Sep 2009",0.020833,1287.59,0.35045,0.0072687,0.34301,0.032566,0.26667,0.0156153,16.3675,0.70306,0.048372,0.0060810,0.133209,0.00082448,0.0087582,1.5785,0.0087099,,0.142940,0.96231
"Oct 2009",0.021349,1331.84,0.35153,0.0073918,0.34553,0.033972,0.26697,0.0158988,17.1848,0.71544,0.049191,0.0061839,0.133481,0.00085112,0.0089065,1.5896,0.0087101,,0.143730,0.97904
"Nov 2009",0.021254,1400.67,0.35790,0.0074373,0.34779,0.034526,0.26662,0.0158028,17.8061,0.71995,0.049493,0.0062220,0.133057,0.00085957,0.0089613,1.5996,0.0087324,,0.144245,0.98739
"Dec 2009",0.021567,1441.84,0.35162,0.0072733,0.34484,0.033218,0.26703,0.0151845,17.6625,0.71631,0.048402,0.0060848,0.133481,0.00085857,0.0087637,1.5813,0.0087466,,0.140115,0.97082
"Jan 2010",0.021733,1561.22,0.35082,0.0071175,0.34487,0.033486,0.26681,0.0146466,17.7736,0.71618,0.047365,0.0059545,0.133994,0.00087867,0.0085760,1.5651,0.0087419,,0.139902,0.96716
"Feb 2010",0.021607,1518.47,0.34074,0.0068207,0.33189,0.033164,0.26645,0.0138327,15.8445,0.70792,0.045391,0.0057062,0.130275,0.00086476,0.0082185,1.5378,0.0087298,,0.137563,0.93232
"Mar 2010",0.021893,1599.06,0.34899,0.0067679,0.33238,0.033826,0.26677,0.0135989,17.1004,0.71443,0.045039,0.0056620,0.134924,0.00087997,0.0081548,1.5271,0.0087604,,0.139550,0.93752
"Apr 2010",0.022422,1715.33,0.34594,0.0066894,0.32492,0.034264,0.26662,0.0134841,18.0954,0.72404,0.044517,0.0055963,0.136003,0.00089653,0.0080602,1.5173,0.0087814,,0.138780,0.93515
