"LOCATION","Country","TRANSACT","Transaction","MEASURE","Measure","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"ESP","Spain","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2001","2001","EUR","Euro","0","units",,,0.755868,,
"ESP","Spain","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2002","2002","EUR","Euro","0","units",,,0.747592,,
"ESP","Spain","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2003","2003","EUR","Euro","0","units",,,0.76863,,
"ESP","Spain","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2004","2004","EUR","Euro","0","units",,,0.788298,,
"ESP","Spain","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2005","2005","EUR","Euro","0","units",,,0.791282,,
"ESP","Spain","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2006","2006","EUR","Euro","0","units",,,0.787686,,
"ESP","Spain","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2007","2007","EUR","Euro","0","units",,,0.798227,,
"ESP","Spain","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2008","2008","EUR","Euro","0","units",,,0.789817,,
"ESP","Spain","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2009","2009","EUR","Euro","0","units",,,0.783365,,
"ESP","Spain","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2010","2010","EUR","Euro","0","units",,,0.784071,,
"ESP","Spain","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2011","2011","EUR","Euro","0","units",,,0.779705,,
"ESP","Spain","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2012","2012","EUR","Euro","0","units",,,0.782037,,
"ESP","Spain","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2013","2013","EUR","Euro","0","units",,,0.771455,,
"ESP","Spain","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2014","2014","EUR","Euro","0","units",,,0.755298,,
"IDN","Indonesia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1980","1980","IDR","Rupiah","0","units",,,272.368,,
"IDN","Indonesia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1981","1981","IDR","Rupiah","0","units",,,260.402,,
"IDN","Indonesia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1982","1982","IDR","Rupiah","0","units",,,257.744,,
"IDN","Indonesia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1983","1983","IDR","Rupiah","0","units",,,296.536,,
"IDN","Indonesia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1984","1984","IDR","Rupiah","0","units",,,309.313,,
"IDN","Indonesia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1985","1985","IDR","Rupiah","0","units",,,315.658,,
"IDN","Indonesia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1986","1986","IDR","Rupiah","0","units",,,309.437,,
"IDN","Indonesia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1987","1987","IDR","Rupiah","0","units",,,349.247,,
"IDN","Indonesia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1988","1988","IDR","Rupiah","0","units",,,363.18,,
"IDN","Indonesia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1989","1989","IDR","Rupiah","0","units",,,390.346,,
"IDN","Indonesia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1990","1990","IDR","Rupiah","0","units",,,401.613987,,
"IDN","Indonesia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1991","1991","IDR","Rupiah","0","units",,,422.987255,,
"IDN","Indonesia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1992","1992","IDR","Rupiah","0","units",,,435.744972,,
"IDN","Indonesia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1993","1993","IDR","Rupiah","0","units",,,463.414054,,
"IDN","Indonesia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1994","1994","IDR","Rupiah","0","units",,,489.043449,,
"IDN","Indonesia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1995","1995","IDR","Rupiah","0","units",,,525.53555,,
"IDN","Indonesia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1996","1996","IDR","Rupiah","0","units",,,561.808186,,
"IDN","Indonesia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1997","1997","IDR","Rupiah","0","units",,,621.79252,,
"IDN","Indonesia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1998","1998","IDR","Rupiah","0","units",,,1078.123333,,
"IDN","Indonesia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","1999","1999","IDR","Rupiah","0","units",,,1212.247172,,
"IDN","Indonesia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2000","2000","IDR","Rupiah","0","units",,,1427.634806,,
"IDN","Indonesia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2001","2001","IDR","Rupiah","0","units",,,1595.368548,,
"IDN","Indonesia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2002","2002","IDR","Rupiah","0","units",,,1663.889521,,
"IDN","Indonesia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2003","2003","IDR","Rupiah","0","units",,,1720.878942,,
"IDN","Indonesia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2004","2004","IDR","Rupiah","0","units",,,1818.035795,,
"IDN","Indonesia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2005","2005","IDR","Rupiah","0","units",,,2013.796071,,
"IDN","Indonesia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2006","2006","IDR","Rupiah","0","units",,,2229.007034,,
"IDN","Indonesia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2007","2007","IDR","Rupiah","0","units",,,2415.672377,,
"IDN","Indonesia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2008","2008","IDR","Rupiah","0","units",,,2799.201419,,
"IDN","Indonesia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2009","2009","IDR","Rupiah","0","units",,,3007.984729,,
"IDN","Indonesia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2010","2010","IDR","Rupiah","0","units",,,3425.297493,,
"IDN","Indonesia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2011","2011","IDR","Rupiah","0","units",,,3606.566084,,
"IDN","Indonesia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2012","2012","IDR","Rupiah","0","units",,,3675.960445,,
"IDN","Indonesia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2013","2013","IDR","Rupiah","0","units",,,3792.548193,,
"IDN","Indonesia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2014","2014","IDR","Rupiah","0","units",,,3939.561235,,
"IDN","Indonesia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2015","2015","IDR","Rupiah","0","units",,,4167.037899,,
"MEX","Mexico","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1970","1970","MXN","Mexican Peso","0","units",,,0.007232,,
"MEX","Mexico","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1971","1971","MXN","Mexican Peso","0","units",,,0.007403,,
"MEX","Mexico","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1972","1972","MXN","Mexican Peso","0","units",,,0.007579,,
"MEX","Mexico","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1973","1973","MXN","Mexican Peso","0","units",,,0.008098,,
"MEX","Mexico","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1974","1974","MXN","Mexican Peso","0","units",,,0.009,,
"MEX","Mexico","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1975","1975","MXN","Mexican Peso","0","units",,,0.009452,,
"MEX","Mexico","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1976","1976","MXN","Mexican Peso","0","units",,,0.010584,,
"MEX","Mexico","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1977","1977","MXN","Mexican Peso","0","units",,,0.012792,,
"MEX","Mexico","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1978","1978","MXN","Mexican Peso","0","units",,,0.013919,,
"MEX","Mexico","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1979","1979","MXN","Mexican Peso","0","units",,,0.015033,,
"MEX","Mexico","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1980","1980","MXN","Mexican Peso","0","units",,,0.01694,,
"MEX","Mexico","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1981","1981","MXN","Mexican Peso","0","units",,,0.019665,,
"MEX","Mexico","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1982","1982","MXN","Mexican Peso","0","units",,,0.029233,,
"MEX","Mexico","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1983","1983","MXN","Mexican Peso","0","units",,,0.053386,,
"MEX","Mexico","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1984","1984","MXN","Mexican Peso","0","units",,,0.085106,,
"MEX","Mexico","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1985","1985","MXN","Mexican Peso","0","units",,,0.130536,,
"MEX","Mexico","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1986","1986","MXN","Mexican Peso","0","units",,,0.233142,,
"MEX","Mexico","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1987","1987","MXN","Mexican Peso","0","units",,,0.531147,,
"MEX","Mexico","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1988","1988","MXN","Mexican Peso","0","units",,,1.069198,,
"MEX","Mexico","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1989","1989","MXN","Mexican Peso","0","units",,,1.28241,,
"MEX","Mexico","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1990","1990","MXN","Mexican Peso","0","units",,,1.571232,,
"MEX","Mexico","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1991","1991","MXN","Mexican Peso","0","units",,,1.891608,,
"MEX","Mexico","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1992","1992","MXN","Mexican Peso","0","units",,,2.12611,,
"MEX","Mexico","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1993","1993","MXN","Mexican Peso","0","units",,,2.284828,,
"MEX","Mexico","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1994","1994","MXN","Mexican Peso","0","units",,,2.407885,,
"MEX","Mexico","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1995","1995","MXN","Mexican Peso","0","units",,,3.160776,,
"MEX","Mexico","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1996","1996","MXN","Mexican Peso","0","units",,,4.045769,,
"MEX","Mexico","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1997","1997","MXN","Mexican Peso","0","units",,,4.633726,,
"MEX","Mexico","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1998","1998","MXN","Mexican Peso","0","units",,,5.539583,,
"MEX","Mexico","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1999","1999","MXN","Mexican Peso","0","units",,,6.22464,,
"MEX","Mexico","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2000","2000","MXN","Mexican Peso","0","units",,,6.66374,,
"MEX","Mexico","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2001","2001","MXN","Mexican Peso","0","units",,,7.007243,,
"MEX","Mexico","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2002","2002","MXN","Mexican Peso","0","units",,,7.237584,,
"MEX","Mexico","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2003","2003","MXN","Mexican Peso","0","units",,,7.435223,,
"MEX","Mexico","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2004","2004","MXN","Mexican Peso","0","units",,,7.678837,,
"MEX","Mexico","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2005","2005","MXN","Mexican Peso","0","units",,,7.648331,,
"MEX","Mexico","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2006","2006","MXN","Mexican Peso","0","units",,,7.704868,,
"MEX","Mexico","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2007","2007","MXN","Mexican Peso","0","units",,,7.895322,,
"MEX","Mexico","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2008","2008","MXN","Mexican Peso","0","units",,,8.158591,,
"MEX","Mexico","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2009","2009","MXN","Mexican Peso","0","units",,,8.603557,,
"MEX","Mexico","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2010","2010","MXN","Mexican Peso","0","units",,,8.840193,,
"MEX","Mexico","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2011","2011","MXN","Mexican Peso","0","units",,,8.940212,,
"MEX","Mexico","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2012","2012","MXN","Mexican Peso","0","units",,,9.223471,,
"MEX","Mexico","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2013","2013","MXN","Mexican Peso","0","units",,,9.448509,,
"MEX","Mexico","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2014","2014","MXN","Mexican Peso","0","units",,,9.100575,,
"COL","Colombia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1990","1990","COP","Colombian Peso","0","units",,,187.293234,,
"COL","Colombia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1991","1991","COP","Colombian Peso","0","units",,,234.260489,,
"COL","Colombia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1992","1992","COP","Colombian Peso","0","units",,,288.816037,,
"COL","Colombia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1993","1993","COP","Colombian Peso","0","units",,,343.483323,,
"COL","Colombia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1994","1994","COP","Colombian Peso","0","units",,,411.239093,,
"COL","Colombia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1995","1995","COP","Colombian Peso","0","units",,,483.594343,,
"COL","Colombia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1996","1996","COP","Colombian Peso","0","units",,,567.536675,,
"COL","Colombia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1997","1997","COP","Colombian Peso","0","units",,,656.991645,,
"COL","Colombia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1998","1998","COP","Colombian Peso","0","units",,,767.774722,,
"COL","Colombia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1999","1999","COP","Colombian Peso","0","units",,,833.041093,,
"COL","Colombia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2000","2000","COP","Colombian Peso","0","units",,,880.135987,,
"COL","Colombia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2001","2001","COP","Colombian Peso","0","units",,,924.151246,,
"COL","Colombia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2002","2002","COP","Colombian Peso","0","units",,,967.491291,,
"COL","Colombia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2003","2003","COP","Colombian Peso","0","units",,,1013.477985,,
"COL","Colombia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2004","2004","COP","Colombian Peso","0","units",,,1045.334519,,
"COL","Colombia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2005","2005","COP","Colombian Peso","0","units",,,1062.070844,,
"COL","Colombia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2006","2006","COP","Colombian Peso","0","units",,,1073.083863,,
"COL","Colombia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2007","2007","COP","Colombian Peso","0","units",,,1101.16049,,
"COL","Colombia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2008","2008","COP","Colombian Peso","0","units",,,1134.648302,,
"COL","Colombia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2009","2009","COP","Colombian Peso","0","units",,,1186.555565,,
"COL","Colombia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2010","2010","COP","Colombian Peso","0","units",,,1194.005701,,
"COL","Colombia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2011","2011","COP","Colombian Peso","0","units",,,1196.95463,,
"COL","Colombia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2012","2012","COP","Colombian Peso","0","units",,,1209.943286,,
"COL","Colombia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2013","2013","COP","Colombian Peso","0","units",,,1216.596611,,
"COL","Colombia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2014","2014","COP","Colombian Peso","0","units",,,1231.628198,,
"SVN","Slovenia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1991","1991","EUR","Euro","0","units",,,0.075548,,
"SVN","Slovenia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1992","1992","EUR","Euro","0","units",,,0.223858,,
"SVN","Slovenia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1993","1993","EUR","Euro","0","units",,,0.286806,,
"SVN","Slovenia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1994","1994","EUR","Euro","0","units",,,0.337976,,
"SVN","Slovenia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1995","1995","EUR","Euro","0","units",,,0.419494,,
"SVN","Slovenia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1996","1996","EUR","Euro","0","units",,,0.453805,,
"SVN","Slovenia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1997","1997","EUR","Euro","0","units",,,0.480834,,
"SVN","Slovenia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1998","1998","EUR","Euro","0","units",,,0.50895,,
"SVN","Slovenia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","1999","1999","EUR","Euro","0","units",,,0.534696,,
"SVN","Slovenia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2000","2000","EUR","Euro","0","units",,,0.561702,,
"SVN","Slovenia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2001","2001","EUR","Euro","0","units",,,0.595386,,
"SVN","Slovenia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2002","2002","EUR","Euro","0","units",,,0.620035,,
"SVN","Slovenia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2003","2003","EUR","Euro","0","units",,,0.647268,,
"SVN","Slovenia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2004","2004","EUR","Euro","0","units",,,0.652828,,
"SVN","Slovenia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2005","2005","EUR","Euro","0","units",,,0.66,,
"SVN","Slovenia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2006","2006","EUR","Euro","0","units",,,0.580023,,
"SVN","Slovenia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2007","2007","EUR","Euro","0","units",,,0.678114,,
"SVN","Slovenia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2008","2008","EUR","Euro","0","units",,,0.687825,,
"SVN","Slovenia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2009","2009","EUR","Euro","0","units",,,0.705023,,
"SVN","Slovenia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2010","2010","EUR","Euro","0","units",,,0.698996,,
"SVN","Slovenia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2011","2011","EUR","Euro","0","units",,,0.686534,,
"SVN","Slovenia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2012","2012","EUR","Euro","0","units",,,0.685057,,
"SVN","Slovenia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2013","2013","EUR","Euro","0","units",,,0.685552,,
"SVN","Slovenia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2014","2014","EUR","Euro","0","units",,,0.668088,,
"NLD","Netherlands","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1950","1950","EUR","Euro","0","units",,,1.724365,,
"NLD","Netherlands","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1951","1951","EUR","Euro","0","units",,,1.724365,,
"NLD","Netherlands","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1952","1952","EUR","Euro","0","units",,,1.724365,,
"NLD","Netherlands","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1953","1953","EUR","Euro","0","units",,,1.718012,,
"NLD","Netherlands","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1954","1954","EUR","Euro","0","units",,,1.721642,,
"NLD","Netherlands","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1955","1955","EUR","Euro","0","units",,,1.737524,,
"NLD","Netherlands","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1956","1956","EUR","Euro","0","units",,,1.737978,,
"NLD","Netherlands","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1957","1957","EUR","Euro","0","units",,,1.720281,,
"NLD","Netherlands","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1958","1958","EUR","Euro","0","units",,,1.71302,,
"NLD","Netherlands","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1959","1959","EUR","Euro","0","units",,,1.710751,,
"NLD","Netherlands","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1960","1960","EUR","Euro","0","units",,,1.710751,,
"NLD","Netherlands","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1961","1961","EUR","Euro","0","units",,,1.633609,,
"NLD","Netherlands","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1962","1962","EUR","Euro","0","units",,,1.633609,,
"NLD","Netherlands","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1963","1963","EUR","Euro","0","units",,,1.633609,,
"NLD","Netherlands","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1964","1964","EUR","Euro","0","units",,,1.629979,,
"NLD","Netherlands","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1965","1965","EUR","Euro","0","units",,,1.6386,,
"NLD","Netherlands","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1966","1966","EUR","Euro","0","units",,,1.639962,,
"NLD","Netherlands","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1967","1967","EUR","Euro","0","units",,,1.631794,,
"NLD","Netherlands","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1968","1968","EUR","Euro","0","units",,,1.636331,,
"NLD","Netherlands","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1969","1969","EUR","Euro","0","units",,,1.6445,,
"NLD","Netherlands","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1970","1970","EUR","Euro","0","units",,,1.632247,,
"NLD","Netherlands","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1971","1971","EUR","Euro","0","units",,,1.478461,,
"NLD","Netherlands","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1972","1972","EUR","Euro","0","units",,,1.464122,,
"NLD","Netherlands","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1973","1973","EUR","Euro","0","units",,,1.281702,,
"NLD","Netherlands","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1974","1974","EUR","Euro","0","units",,,1.1374,,
"NLD","Netherlands","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1975","1975","EUR","Euro","0","units",,,1.219988,,
"NLD","Netherlands","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1976","1976","EUR","Euro","0","units",,,1.114938,,
"NLD","Netherlands","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1977","1977","EUR","Euro","0","units",,,1.034619,,
"NLD","Netherlands","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1978","1978","EUR","Euro","0","units",,,0.893493,,
"NLD","Netherlands","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1979","1979","EUR","Euro","0","units",,,0.864678,,
"NLD","Netherlands","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1980","1980","EUR","Euro","0","units",,,0.966325,,
"NLD","Netherlands","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1981","1981","EUR","Euro","0","units",,,1.120156,,
"NLD","Netherlands","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1982","1982","EUR","Euro","0","units",,,1.190946,,
"NLD","Netherlands","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1983","1983","EUR","Euro","0","units",,,1.390609,,
"NLD","Netherlands","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1984","1984","EUR","Euro","0","units",,,1.610693,,
"NLD","Netherlands","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1985","1985","EUR","Euro","0","units",,,1.257879,,
"NLD","Netherlands","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1986","1986","EUR","Euro","0","units",,,0.994686,,
"NLD","Netherlands","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1987","1987","EUR","Euro","0","units",,,0.806594,,
"NLD","Netherlands","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1988","1988","EUR","Euro","0","units",,,0.907334,,
"NLD","Netherlands","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1989","1989","EUR","Euro","0","units",,,0.869216,,
"NLD","Netherlands","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1990","1990","EUR","Euro","0","units",,,0.766889,,
"NLD","Netherlands","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1991","1991","EUR","Euro","0","units",,,0.776146,,
"NLD","Netherlands","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1992","1992","EUR","Euro","0","units",,,0.823203,,
"NLD","Netherlands","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1993","1993","EUR","Euro","0","units",,,0.880742,,
"NLD","Netherlands","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1994","1994","EUR","Euro","0","units",,,0.787354,,
"NLD","Netherlands","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1995","1995","EUR","Euro","0","units",,,0.728045,,
"NLD","Netherlands","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1996","1996","EUR","Euro","0","units",,,0.791211,,
"NLD","Netherlands","EXCE","Exchange rates, end of period","CD","National currency per US dollar","1997","1997","EUR","Euro","0","units",,,0.915365,,
