"PACIFIC Exchange Rate Service"
"MMM YYYY","USD/TWD","USD/THB","USD/TTD","USD/TND","USD/TRY","USD/AED","USD/UYU","USD/VEF","USD/VND","USD/ZMW","USD/ZMK"
"Jul 2014",0.033385,0.031149,0.15697,0.58378,0.47178,0.27228,0.043524,0.15873,0.000047192,0.162655,
"Aug 2014",0.033360,0.031242,0.15761,0.57999,0.46252,0.27216,0.042153,0.15873,0.000047218,0.163861,
"Sep 2014",0.033185,0.031050,0.15746,0.56414,0.45144,0.27234,0.041196,0.15872,0.000047220,0.162505,
"Oct 2014",0.032891,0.030811,0.15760,0.55481,0.44421,0.27229,0.040996,0.15873,0.000047187,0.157777,
"Nov 2014",0.032526,0.030490,0.15774,0.54518,0.44784,0.27236,0.041607,0.15873,0.000046931,0.157584,
"Dec 2014",0.031886,0.030397,0.15727,0.53865,0.43584,0.27238,0.041561,0.15873,0.000046617,0.157676,
"Jan 2015",0.031606,0.030555,0.15739,0.52327,0.42820,0.27254,0.040897,0.15874,0.000046771,0.154263,
"Feb 2015",0.031683,0.030695,0.15767,0.51780,0.40554,0.27233,0.040618,0.15874,0.000046903,0.147749,
"Mar 2015",0.031801,0.030642,0.15755,0.50958,0.38547,0.27213,0.039548,0.15873,0.000046537,0.136086,
"Apr 2015",0.032275,0.030740,0.15769,0.51185,0.37630,0.27227,0.038015,0.15872,0.000046301,0.135099,
"May 2015",0.032650,0.029816,0.15760,0.51680,0.37770,0.27233,0.037712,0.15872,0.000045918,0.137649,
"Jun 2015",0.032359,0.029646,0.15671,0.51544,0.37039,0.27206,0.037278,0.15873,0.000045872,0.136376,
"Jul 2015",0.032057,0.029104,0.15658,0.50807,0.37022,0.27223,0.036230,0.15873,0.000045825,0.130380,
"Aug 2015",0.031031,0.028216,0.15787,0.51125,0.34976,0.27219,0.035093,0.15873,0.000045019,0.123257,
"Sep 2015",0.030600,0.027759,0.15768,0.51019,0.33162,0.27238,0.034740,0.15873,0.000044506,0.097199,
"Oct 2015",0.030824,0.028021,0.15745,0.50813,0.34195,0.27235,0.034135,0.15872,0.000044767,0.082898,
"Nov 2015",0.030643,0.027938,0.15694,0.49090,0.34763,0.27224,0.033906,0.15873,0.000044464,0.082651,
"Dec 2015",0.030443,0.027773,0.15673,0.49304,0.34217,0.27224,0.033641,0.15873,0.000044403,0.091785,
"Jan 2016",0.029898,0.027670,0.15589,0.48905,0.33196,0.27243,0.032597,0.15873,0.000044680,0.089768,
"Feb 2016",0.030073,0.028082,0.15444,0.49417,0.33973,0.27217,0.031661,0.15874,0.000044830,0.088189,
"Mar 2016",0.030668,0.028395,0.15238,0.49390,0.34665,0.27193,0.031022,0.12021,0.000044779,0.088192,
"Apr 2016",0.030930,0.028511,0.15158,0.49723,0.35291,0.27223,0.031683,0.10001,0.000044874,0.102451,
"May 2016",0.030724,0.028231,0.15051,0.48768,0.34030,0.27226,0.031755,0.10001,0.000044888,0.099653,
"Jun 2016",0.030952,0.028350,0.15017,0.46383,0.34341,0.27215,0.032438,0.10001,0.000044693,0.093541,
"Jul 2016",0.031146,0.028529,0.14963,0.45130,0.33665,0.27215,0.032988,0.10001,0.000044749,0.100874,
"Aug 2016",0.031702,0.028799,0.14928,0.45410,0.33789,0.27229,0.034556,0.10002,0.000044879,0.098707,
"Sep 2016",0.031779,0.028796,0.14925,0.45401,0.33675,0.27211,0.034694,0.10001,0.000044790,,
"Oct 2016",0.031645,0.028518,0.14936,0.44682,0.32483,0.27229,0.035531,0.10000,0.000044862,,
"Nov 2016",0.031496,0.028284,0.14882,0.43976,0.30316,0.27236,0.035212,0.10001,0.000044469,,
"Dec 2016",0.031256,0.027945,0.14861,0.43283,0.28587,0.27242,0.034743,0.10000,0.000044000,,
"(C) 2017 Prof. Werner Antweiler, UBC"

